# Wordlist

# DATA
ID	DOCULECT	IPA	TOKENS	ENGLISH	FRENCH	CONCEPT	SONARS	PROSTRINGS	CLASSES	LANGID	NUMBERS	WEIGHTS	DUPLICATES	SCAID	LEXSTATID
2959	Songhai_Senni	yórkòy	j o ⁵ r k o ¹ j	God	Dieu	GOD	6 7 8 5 1 7 8 6	AXTMBYTN	JU6RKU6J	15	15.J.C 15.U.V 15.6.T 15.R.c 15.K.C 15.U.V 15.6.T 15.J.c	1.6 3.0 1.0 1.1 1.3 3.0 1.0 0.5	0	1772	1129
2961	Tebul_Ure	ámbá	a ⁵ m b a ⁵	God, Allah	Dieu, Allah	GOD	7 8 4 1 7 8	XTMBYT	A6MPA6	16	16.A.V 16.6.T 16.M.c 16.P.C 16.A.V 16.6.T	3.0 1.0 1.1 1.3 3.0 1.0	0	1765	1127
2962	Tiranige_Diga	á:	aː ⁵	God, Allah	Dieu, Allah	GOD	7 8	XT	A6	17	17.A.V 17.6.T	3.0 1.0	0	1774	1130
2963	Togo_Kan	àmá	a ¹ m a ⁵	God, Allah	Dieu, Allah	GOD	7 8 4 7 8	XTBYT	A6MA6	18	18.A.V 18.6.T 18.M.C 18.A.V 18.6.T	3.0 1.0 1.3 3.0 1.0	0	1765	1127
2964	Tommo_So	ámbá	a ⁵ m b a ⁵	God, Allah	Dieu, Allah	GOD	7 8 4 1 7 8	XTMBYT	A6MPA6	19	19.A.V 19.6.T 19.M.c 19.P.C 19.A.V 19.6.T	3.0 1.0 1.1 1.3 3.0 1.0	0	1765	1127
2965	Toro_Tegu	dìsìná:	d i ¹ s i ¹ n aː ⁵	God, Allah	Dieu, Allah	GOD	1 7 8 3 7 8 4 7 8	AXTBYTBYT	TI6SI6NA6	20	20.T.C 20.I.V 20.6.T 20.S.C 20.I.V 20.6.T 20.N.C 20.A.V 20.6.T	1.6 3.0 1.0 1.3 3.0 1.0 1.3 3.0 1.0	0	1777	1131
2966	Yanda_Dom	àmbà	a ¹ m b a ¹	God, Allah	Dieu, Allah	GOD	7 8 4 1 7 8	XTMBYT	A6MPA6	21	21.A.V 21.6.T 21.M.c 21.P.C 21.A.V 21.6.T	3.0 1.0 1.1 1.3 3.0 1.0	0	1765	1127
2967	Yorno_So	ámà	a ⁵ m a ¹	God, Allah	Dieu, Allah	GOD	7 8 4 7 8	XTBYT	A6MA6	22	22.A.V 22.6.T 22.M.C 22.A.V 22.6.T	3.0 1.0 1.3 3.0 1.0	0	1765	1127
#
2968	Bambara	sánúⁿ	s a ⁵ n ũ ⁵ ∼	God, Allah	or	GOLD	3 7 8 4 7 8 4	AXTBYTN	SA6NY69	1	1.S.C 1.A.V 1.6.T 1.N.C 1.Y.V 1.6.T 1.9.c	1.6 3.0 1.0 1.3 3.0 1.0 0.5	0	1778	1132
2969	Bangime	kàŋŋɛ̀	k a ¹ ŋ ŋ ɛ ¹	gold	or	GOLD	1 7 8 4 4 7 8	AXTMBYT	KA6NNE6	2	2.K.C 2.A.V 2.6.T 2.N.c 2.N.C 2.E.V 2.6.T	1.6 3.0 1.0 1.1 1.3 3.0 1.0	0	1778	1133
2970	Bankan_Tey	káɲɲè	k a ⁵ ɲ ɲ e ¹	gold	or	GOLD	1 7 8 4 4 7 8	AXTMBYT	KA6NNE6	3	3.K.C 3.A.V 3.6.T 3.N.c 3.N.C 3.E.V 3.6.T	1.6 3.0 1.0 1.1 1.3 3.0 1.0	0	1778	1133
2971	Ben_Tey	káŋŋɛ̀	k a ⁵ ŋ ŋ ɛ ¹	gold	or	GOLD	1 7 8 4 4 7 8	AXTMBYT	KA6NNE6	4	4.K.C 4.A.V 4.6.T 4.N.c 4.N.C 4.E.V 4.6.T	1.6 3.0 1.0 1.1 1.3 3.0 1.0	0	1778	1133
2972	Bunoge	kánù	k a ⁵ n u ¹	gold	or	GOLD	1 7 8 4 7 8	AXTBYT	KA6NY6	5	5.K.C 5.A.V 5.6.T 5.N.C 5.Y.V 5.6.T	1.6 3.0 1.0 1.3 3.0 1.0	0	1778	1133
2974	Fulfulde	kaŋŋe	k a ŋ ŋ e	gold	or	GOLD	1 7 4 4 7	AXMBZ	KANNE	6	6.K.C 6.A.V 6.N.c 6.N.C 6.E.V	2.0 1.5 1.1 1.75 0.8	0	1778	1133
2975	Jamsay	káŋŋɛ̀	k a ⁵ ŋ ŋ ɛ ¹	gold	or	GOLD	1 7 8 4 4 7 8	AXTMBYT	KA6NNE6	7	7.K.C 7.A.V 7.6.T 7.N.c 7.N.C 7.E.V 7.6.T	1.6 3.0 1.0 1.1 1.3 3.0 1.0	0	1778	1133
2976	Jenaama	kānū	k a ³ n u ³	gold	or	GOLD	1 7 8 4 7 8	AXTBYT	KA6NY6	8	8.K.C 8.A.V 8.6.T 8.N.C 8.Y.V 8.6.T	1.6 3.0 1.0 1.3 3.0 1.0	0	1778	1133
2977	Najamba	káŋŋè	k a ⁵ ŋ ŋ e ¹	gold	or	GOLD	1 7 8 4 4 7 8	AXTMBYT	KA6NNE6	10	10.K.C 10.A.V 10.6.T 10.N.c 10.N.C 10.E.V 10.6.T	1.6 3.0 1.0 1.1 1.3 3.0 1.0	0	1778	1133
2978	Nanga	káŋɛ̂	k a ⁵ ŋ ɛ ¹⁵	gold	or	GOLD	1 7 8 4 7 8	AXTBYT	KA6NE2	11	11.K.C 11.A.V 11.6.T 11.N.C 11.E.V 11.2.T	1.6 3.0 1.0 1.3 3.0 1.0	0	1778	1133
2979	Penange	kán	k a ⁵ n	gold	or	GOLD	1 7 8 4	AXTN	KA6N	12	12.K.C 12.A.V 12.6.T 12.N.c	1.6 3.0 1.0 0.5	0	1778	1133
2980	Perge_Tegu	káŋɛ̀	k a ⁵ ŋ ɛ ¹	gold	or	GOLD	1 7 8 4 7 8	AXTBYT	KA6NE6	13	13.K.C 13.A.V 13.6.T 13.N.C 13.E.V 13.6.T	1.6 3.0 1.0 1.3 3.0 1.0	0	1778	1133
2981	Songhai_Kiini	ʔùrâw	ʔ u ¹ r a ⁵¹ w	gold	or	GOLD	1 7 8 5 7 8 6	AXTBYTN	HY6RA3W	14	14.H.C 14.Y.V 14.6.T 14.R.C 14.A.V 14.3.T 14.W.c	1.6 3.0 1.0 1.3 3.0 1.0 0.5	0	1790	1134
2982	Songhai_Senni	wúrà:	w u ⁵ r aː ¹	gold	or	GOLD	6 7 8 5 7 8	AXTBYT	WY6RA6	15	15.W.C 15.Y.V 15.6.T 15.R.C 15.A.V 15.6.T	1.6 3.0 1.0 1.3 3.0 1.0	0	1790	1135
2984	Tebul_Ure	káɲà	k a ⁵ ɲ a ¹	gold	or	GOLD	1 7 8 4 7 8	AXTBYT	KA6NA6	16	16.K.C 16.A.V 16.6.T 16.N.C 16.A.V 16.6.T	1.6 3.0 1.0 1.3 3.0 1.0	0	1778	1133
2985	Tiranige_Diga	kàŋŋɛ́	k a ¹ ŋ ŋ ɛ ⁵	gold	or	GOLD	1 7 8 4 4 7 8	AXTMBYT	KA6NNE6	17	17.K.C 17.A.V 17.6.T 17.N.c 17.N.C 17.E.V 17.6.T	1.6 3.0 1.0 1.1 1.3 3.0 1.0	0	1778	1133
2986	Togo_Kan	káŋɛ́:	k a ⁵ ŋ ɛː ⁵	gold	or	GOLD	1 7 8 4 7 8	AXTBYT	KA6NE6	18	18.K.C 18.A.V 18.6.T 18.N.C 18.E.V 18.6.T	1.6 3.0 1.0 1.3 3.0 1.0	0	1778	1133
2987	Tommo_So	káŋé	k a ⁵ ŋ e ⁵	gold	or	GOLD	1 7 8 4 7 8	AXTBYT	KA6NE6	19	19.K.C 19.A.V 19.6.T 19.N.C 19.E.V 19.6.T	1.6 3.0 1.0 1.3 3.0 1.0	0	1778	1133
2989	Yorno_So	káŋá	k a ⁵ ŋ a ⁵	gold	or	GOLD	1 7 8 4 7 8	AXTBYT	KA6NA6	22	22.K.C 22.A.V 22.6.T 22.N.C 22.A.V 22.6.T	1.6 3.0 1.0 1.3 3.0 1.0	0	1778	1133
#
2990	Bambara	dúmáⁿ	d u ⁵ m ã ⁵ ∼	good	bon, agréable	GOOD	1 7 8 4 7 8 4	AXTBYTN	TY6MA69	1	1.T.C 1.Y.V 1.6.T 1.M.C 1.A.V 1.6.T 1.9.c	1.6 3.0 1.0 1.3 3.0 1.0 0.5	0	1791	1136
2991	Bangime	ɡáwⁿ	ɡ a ⁵ w̃ ∼	good	bon	GOOD	1 7 8 6 4	AXTLN	KA6W9	2	2.K.C 2.A.V 2.6.T 2.W.c 2.9.c	1.6 3.0 1.0 1.1 0.5	0	1792	1137
2992	Bankan_Tey	ɛ̀sú-m	ɛ ¹ s u ⁵ + m	good	bon	GOOD	7 8 3 7 8 9 4	XTBYT_A	E6SY6_M	3	3.E.V 3.6.T 3.S.C 3.Y.V 3.6.T 3._._ 3.M.C	3.0 1.0 1.3 3.0 1.0 0.0 1.6	0	1793	1138
2993	Bunoge	pɔ̀:lɔ̀	p ɔː ¹ l ɔ ¹	good	bon	GOOD	1 7 8 5 7 8	AXTBYT	PU6LU6	5	5.P.C 5.U.V 5.6.T 5.L.C 5.U.V 5.6.T	1.6 3.0 1.0 1.3 3.0 1.0	0	1794	1139
2995	Fulfulde	moʄʄi-nde	m o ʄ ʄ i + n d e	good	bon	GOOD	4 7 2 2 7 9 4 1 7	AXMBZ_ACZ	MUCCI_NTE	6	6.M.C 6.U.V 6.C.c 6.C.C 6.I.V 6._._ 6.N.C 6.T.C 6.E.V	2.0 1.5 1.1 1.75 0.8 0.0 2.0 1.5 0.8	0	1795	1140
2996	Jamsay	ɛ̀jú	ɛ ¹ dʒ u ⁵	good	bon	GOOD	7 8 1 7 8	XTBYT	E6TY6	7	7.E.V 7.6.T 7.T.C 7.Y.V 7.6.T	3.0 1.0 1.3 3.0 1.0	0	1793	1138
2997	Mombo	pɔ́lɔ́	p ɔ ⁵ l ɔ ⁵	good	bon	GOOD	1 7 8 5 7 8	AXTBYT	PU6LU6	9	9.P.C 9.U.V 9.6.T 9.L.C 9.U.V 9.6.T	1.6 3.0 1.0 1.3 3.0 1.0	0	1794	1139
2998	Najamba	nálá:	n a ⁵ l aː ⁵	good	bon	GOOD	4 7 8 5 7 8	AXTBYT	NA6LA6	10	10.N.C 10.A.V 10.6.T 10.L.C 10.A.V 10.6.T	1.6 3.0 1.0 1.3 3.0 1.0	0	1794	1141
2999	Nanga	ɛ̀sí	ɛ ¹ s i ⁵	good	bon	GOOD	7 8 3 7 8	XTBYT	E6SI6	11	11.E.V 11.6.T 11.S.C 11.I.V 11.6.T	3.0 1.0 1.3 3.0 1.0	0	1793	1138
3000	Penange	pɔ́:lɔ́	p ɔː l ɔ ⁵	good	bon	GOOD	1 7 5 7 8	AXBYT	PULU6	12	12.P.C 12.U.V 12.L.C 12.U.V 12.6.T	1.6 3.0 1.3 3.0 1.0	0	1794	1139
3001	Perge_Tegu	ɛ̀sú	ɛ ¹ s u ⁵	good	bon	GOOD	7 8 3 7 8	XTBYT	E6SY6	13	13.E.V 13.6.T 13.S.C 13.Y.V 13.6.T	3.0 1.0 1.3 3.0 1.0	0	1793	1138
3002	Songhai_Senni	hènnò	h e ¹ n n o ¹	good; pretty	bon; beau, belle	GOOD	3 7 8 4 4 7 8	AXTMBYT	HE6NNU6	15	15.H.C 15.E.V 15.6.T 15.N.c 15.N.C 15.U.V 15.6.T	1.6 3.0 1.0 1.1 1.3 3.0 1.0	0	1803	1143
3003	Songhai_Kiini	bòryòw	b o ¹ r j o ¹ w	good; pretty	bon; joli	GOOD	1 7 8 5 6 7 8 6	AXTBCYTN	PU6RJU6W	14	14.P.C 14.U.V 14.6.T 14.R.C 14.J.C 14.U.V 14.6.T 14.W.c	1.6 3.0 1.0 1.3 1.2 3.0 1.0 0.5	0	1802	1142
3005	Tebul_Ure	sɛ́	s ɛ ⁵	good	bon	GOOD	3 7 8	AXT	SE6	16	16.S.C 16.E.V 16.6.T	1.6 3.0 1.0	0	1804	1144
3006	Tiranige_Diga	mɔ́:	m ɔː	good	bon	GOOD	4 7	AX	MU	17	17.M.C 17.U.V	2.0 1.5	1	1805	1145
3007	Togo_Kan	sɛ́ⁿ	s ɛ ⁵ ∼	good	bon	GOOD	3 7 8 4	AXTN	SE69	18	18.S.C 18.E.V 18.6.T 18.9.c	1.6 3.0 1.0 0.5	0	1804	1144
3008	Tommo_So	síɛ́	s i ⁵ ɛ ⁵	good	bon	GOOD	3 7 8 7 8	AXTYT	SI6E6	19	19.S.C 19.I.V 19.6.T 19.E.V 19.6.T	1.6 3.0 1.0 3.0 1.0	0	1804	1144
3009	Toro_Tegu	jɛ̀rⁿú	dʒ ɛ ¹ r̃ ∼ u ⁵	good	bon	GOOD	1 7 8 5 4 7 8	AXTMBYT	TE6R9Y6	20	20.T.C 20.E.V 20.6.T 20.R.c 20.9.C 20.Y.V 20.6.T	1.6 3.0 1.0 1.1 1.3 3.0 1.0	0	1791	1146
3010	Yanda_Dom	síyɛ́	s i ⁵ j ɛ ⁵	good	bon	GOOD	3 7 8 6 7 8	AXTBYT	SI6JE6	21	21.S.C 21.I.V 21.6.T 21.J.C 21.E.V 21.6.T	1.6 3.0 1.0 1.3 3.0 1.0	0	1804	1144
3011	Yorno_So	ɛ̀jú	ɛ ¹ dʒ u ⁵	good	bon	GOOD	7 8 1 7 8	XTBYT	E6TY6	22	22.E.V 22.6.T 22.T.C 22.Y.V 22.6.T	3.0 1.0 1.3 3.0 1.0	0	1793	1138
#
3017	Bambara	mɔ̀kɛ́	m ɔ ¹ k ɛ ⁵	grandfather	grand-père	GRANDFATHER	4 7 8 1 7 8	AXTBYT	MU6KE6	1	1.M.C 1.U.V 1.6.T 1.K.C 1.E.V 1.6.T	1.6 3.0 1.0 1.3 3.0 1.0	0	1806	1147
3018	Bangime	tèndè	t e ¹ n d e ¹	grandfather	grand-père	GRANDFATHER	1 7 8 4 1 7 8	AXTMBYT	TE6NTE6	2	2.T.C 2.E.V 2.6.T 2.N.c 2.T.C 2.E.V 2.6.T	1.6 3.0 1.0 1.1 1.3 3.0 1.0	0	1807	1148
3019	Bankan_Tey	pǎ:-m	p aː ¹⁵ + m	grandfather	grand-père	GRANDFATHER	1 7 8 9 4	AXT_A	PA2_M	3	3.P.C 3.A.V 3.2.T 3._._ 3.M.C	1.6 3.0 1.0 0.0 1.6	0	1808	1149
3020	Ben_Tey	pǎ:	p aː ¹⁵	grandfather	grand-père	GRANDFATHER	1 7 8	AXT	PA2	4	4.P.C 4.A.V 4.2.T	1.6 3.0 1.0	0	1808	1149
3021	Bunoge	tòrì	t o ¹ r i ¹	grandfather	grand-père	GRANDFATHER	1 7 8 5 7 8	AXTBYT	TU6RI6	5	5.T.C 5.U.V 5.6.T 5.R.C 5.I.V 5.6.T	1.6 3.0 1.0 1.3 3.0 1.0	0	1810	1150
3023	Fulfulde	maama	m a a m a	grandfather	grand-père	GRANDFATHER	4 7 7 4 7	AXYBZ	MAAMA	6	6.M.C 6.A.V 6.A.V 6.M.C 6.A.V	2.0 1.5 1.3 1.75 0.8	0	1811	1151
3024	Jamsay	tìrɛ̀ ǎn	t i ¹ r ɛ ¹ _ a ¹⁵ n	grandfather	grand-père	GRANDFATHER	1 7 8 5 7 8 9 7 8 4	AXTBYT_XTN	TI6RE6_A2N	7	7.T.C 7.I.V 7.6.T 7.R.C 7.E.V 7.6.T 7._._ 7.A.V 7.2.T 7.N.c	1.6 3.0 1.0 1.3 3.0 1.0 0.0 3.0 1.0 0.5	0	1810	1150
3025	Jenaama	tìgè kɛ́ɛ́gū	t i ¹ ɡ e ¹ _ k ɛː ⁵ ɡ u ³	grandfather	grand-père	GRANDFATHER	1 7 8 1 7 8 9 1 7 8 1 7 8	AXTBYT_AXTBYT	TI6KE6_KE6KY6	8	8.T.C 8.I.V 8.6.T 8.K.C 8.E.V 8.6.T 8._._ 8.K.C 8.E.V 8.6.T 8.K.C 8.Y.V 8.6.T	1.6 3.0 1.0 1.3 3.0 1.0 0.0 1.6 3.0 1.0 1.3 3.0 1.0	0	1813	1152
3026	Mombo	bábá	b a ⁵ b a ⁵	grandfather	grand-père	GRANDFATHER	1 7 8 1 7 8	AXTBYT	PA6PA6	9	9.P.C 9.A.V 9.6.T 9.P.C 9.A.V 9.6.T	1.6 3.0 1.0 1.3 3.0 1.0	0	1814	1149
3027	Nanga	pàwá	p a ¹ w a ⁵	grandfather	grand-père	GRANDFATHER	1 7 8 6 7 8	AXTBYT	PA6WA6	11	11.P.C 11.A.V 11.6.T 11.W.C 11.A.V 11.6.T	1.6 3.0 1.0 1.3 3.0 1.0	0	1814	1149
3028	Penange	tòrì	t o ¹ r i ¹	grandfather	grand-père	GRANDFATHER	1 7 8 5 7 8	AXTBYT	TU6RI6	12	12.T.C 12.U.V 12.6.T 12.R.C 12.I.V 12.6.T	1.6 3.0 1.0 1.3 3.0 1.0	0	1810	1150
3029	Perge_Tegu	tírɛ́ án	t i ⁵ r ɛ ⁵ _ a ⁵ n	grandfather	grand-père	GRANDFATHER	1 7 8 5 7 8 9 7 8 4	AXTBYT_XTN	TI6RE6_A6N	13	13.T.C 13.I.V 13.6.T 13.R.C 13.E.V 13.6.T 13._._ 13.A.V 13.6.T 13.N.c	1.6 3.0 1.0 1.3 3.0 1.0 0.0 3.0 1.0 0.5	0	1810	1150
3030	Songhai_Senni	kà:gè	k aː ¹ ɡ e ¹	grandmother, grandfather	grand-mère	GRANDFATHER	1 7 8 1 7 8	AXTBYT	KA6KE6	15	15.K.C 15.A.V 15.6.T 15.K.C 15.E.V 15.6.T	1.6 3.0 1.0 1.3 3.0 1.0	0	1806	1153
3032	Tebul_Ure	pàpá	p a ¹ p a ⁵	grandfather	grand-père	GRANDFATHER	1 7 8 1 7 8	AXTBYT	PA6PA6	16	16.P.C 16.A.V 16.6.T 16.P.C 16.A.V 16.6.T	1.6 3.0 1.0 1.3 3.0 1.0	0	1814	1149
3033	Tiranige_Diga	mbɔ̀:	m b ɔː ¹	grandfather	grand-père	GRANDFATHER	4 1 7 8	ACYT	MPU6	17	17.M.C 17.P.C 17.U.V 17.6.T	1.6 1.2 3.0 1.0	0	1820	1154
3034	Togo_Kan	bàbá:	b a ¹ b aː ⁵	grandfather	grand-père	GRANDFATHER	1 7 8 1 7 8	AXTBYT	PA6PA6	18	18.P.C 18.A.V 18.6.T 18.P.C 18.A.V 18.6.T	1.6 3.0 1.0 1.3 3.0 1.0	0	1814	1149
3035	Tommo_So	tìrɛ̀ àn-ná	t i ¹ r ɛ ¹ _ a ¹ n + n a ⁵	grandfather	grand-père	GRANDFATHER	1 7 8 5 7 8 9 7 8 4 9 4 7 8	AXTBYT_XTN_AXT	TI6RE6_A6N_NA6	19	19.T.C 19.I.V 19.6.T 19.R.C 19.E.V 19.6.T 19._._ 19.A.V 19.6.T 19.N.c 19._._ 19.N.C 19.A.V 19.6.T	1.6 3.0 1.0 1.3 3.0 1.0 0.0 3.0 1.0 0.5 0.0 1.6 3.0 1.0	0	1810	1150
3036	Toro_Tegu	bàbá	b a ¹ b a ⁵	grandfather	grand-père	GRANDFATHER	1 7 8 1 7 8	AXTBYT	PA6PA6	20	20.P.C 20.A.V 20.6.T 20.P.C 20.A.V 20.6.T	1.6 3.0 1.0 1.3 3.0 1.0	0	1814	1149
3037	Yanda_Dom	bàbà	b a ¹ b a ¹	grandfather	grand-père	GRANDFATHER	1 7 8 1 7 8	AXTBYT	PA6PA6	21	21.P.C 21.A.V 21.6.T 21.P.C 21.A.V 21.6.T	1.6 3.0 1.0 1.3 3.0 1.0	0	1814	1149
3038	Yorno_So	tìrɛ̀	t i ¹ r ɛ ¹	grandfather	grand-père	GRANDFATHER	1 7 8 5 7 8	AXTBYT	TI6RE6	22	22.T.C 22.I.V 22.6.T 22.R.C 22.E.V 22.6.T	1.6 3.0 1.0 1.3 3.0 1.0	0	1810	1150
#
3039	Bambara	bḭ́	b i ⁵ ∼	grass, herbs	herbe	GRASS	1 7 8 4	AXTN	PI69	1	1.P.C 1.I.V 1.6.T 1.9.c	1.6 3.0 1.0 0.5	0	1821	1155
3040	Bangime	ɡūʤɛ̀	ɡ u ³ dʒ ɛ ¹	grass, herbaceous plants	herbe	GRASS	1 7 8 1 7 8	AXTBYT	KY6TE6	2	2.K.C 2.Y.V 2.6.T 2.T.C 2.E.V 2.6.T	1.6 3.0 1.0 1.3 3.0 1.0	0	1822	1156
3041	Bankan_Tey	bèrú	b e ¹ r u ⁵	grass, herbs	herbe	GRASS	1 7 8 5 7 8	AXTBYT	PE6RY6	3	3.P.C 3.E.V 3.6.T 3.R.C 3.Y.V 3.6.T	1.6 3.0 1.0 1.3 3.0 1.0	0	1823	1157
3042	Bunoge	kɔ́jì	k ɔ ⁵ dʒ i ¹	grass, herbs	herbe	GRASS	1 7 8 1 7 8	AXTBYT	KU6TI6	5	5.K.C 5.U.V 5.6.T 5.T.C 5.I.V 5.6.T	1.6 3.0 1.0 1.3 3.0 1.0	0	1822	1156
3044	Fulfulde	huɗo	h u ɗ o	grass, herbs	herbe	GRASS	3 7 1 7	AXBZ	HYTU	6	6.H.C 6.Y.V 6.T.C 6.U.V	2.0 1.5 1.75 0.8	0	1825	1158
3045	Jamsay	ɔ̀yɔ́	ɔ ¹ j ɔ ⁵	grass, herbs	herbe	GRASS	7 8 6 7 8	XTBYT	U6JU6	7	7.U.V 7.6.T 7.J.C 7.U.V 7.6.T	3.0 1.0 1.3 3.0 1.0	0	1826	1159
3046	Jenaama	sɔ̀gù	s ɔ ¹ ɡ u ¹	grass, herbaceous plants	herbe	GRASS	3 7 8 1 7 8	AXTBYT	SU6KY6	8	8.S.C 8.U.V 8.6.T 8.K.C 8.Y.V 8.6.T	1.6 3.0 1.0 1.3 3.0 1.0	0	1827	1160
3047	Mombo	bélé-ŋgè	b e ⁵ l e ⁵ + ŋ ɡ e ¹	grass, herbs	herbe	GRASS	1 7 8 5 7 8 9 4 1 7 8	AXTBYT_ACYT	PE6LE6_NKE6	9	9.P.C 9.E.V 9.6.T 9.L.C 9.E.V 9.6.T 9._._ 9.N.C 9.K.C 9.E.V 9.6.T	1.6 3.0 1.0 1.3 3.0 1.0 0.0 1.6 1.2 3.0 1.0	0	1828	1161
3048	Najamba	sɔ̌:mɛ̀-ŋgò	s ɔː ¹⁵ m ɛ ¹ + ŋ ɡ o ¹	grass, herbs	herbe	GRASS	3 7 8 4 7 8 9 4 1 7 8	AXTBYT_ACYT	SU2ME6_NKU6	10	10.S.C 10.U.V 10.2.T 10.M.C 10.E.V 10.6.T 10._._ 10.N.C 10.K.C 10.U.V 10.6.T	1.6 3.0 1.0 1.3 3.0 1.0 0.0 1.6 1.2 3.0 1.0	0	1829	1162
3049	Nanga	bèrí	b e ¹ r i ⁵	grass, herbs	herbe	GRASS	1 7 8 5 7 8	AXTBYT	PE6RI6	11	11.P.C 11.E.V 11.6.T 11.R.C 11.I.V 11.6.T	1.6 3.0 1.0 1.3 3.0 1.0	0	1823	1157
3050	Penange	kɔ́jí	k ɔ ⁵ dʒ i ⁵	grass, herbs	herbe	GRASS	1 7 8 1 7 8	AXTBYT	KU6TI6	12	12.K.C 12.U.V 12.6.T 12.T.C 12.I.V 12.6.T	1.6 3.0 1.0 1.3 3.0 1.0	0	1822	1156
3051	Perge_Tegu	ɔ̀yɔ́	ɔ ¹ j ɔ ⁵	grass, herbs	herbe	GRASS	7 8 6 7 8	XTBYT	U6JU6	13	13.U.V 13.6.T 13.J.C 13.U.V 13.6.T	3.0 1.0 1.3 3.0 1.0	0	1826	1159
3052	Songhai_Senni	sùbò	s u ¹ b o ¹	herb (non-woody plant), grass	plante herbacée (non ligneuse), (l’)herbe	GRASS	3 7 8 1 7 8	AXTBYT	SY6PU6	15	15.S.C 15.Y.V 15.6.T 15.P.C 15.U.V 15.6.T	1.6 3.0 1.0 1.3 3.0 1.0	0	1827	1163
3053	Tebul_Ure	yɔ̀wá	j ɔ ¹ w a ⁵	grass, herbs	herbe	GRASS	6 7 8 6 7 8	AXTBYT	JU6WA6	16	16.J.C 16.U.V 16.6.T 16.W.C 16.A.V 16.6.T	1.6 3.0 1.0 1.3 3.0 1.0	0	1834	1164
3054	Tiranige_Diga	bél-ŋge	b e ⁵ l + ŋ ɡ e	grass, herbs	herbe	GRASS	1 7 8 5 9 4 1 7	AXTN_ACZ	PE6L_NKE	17	17.P.C 17.E.V 17.6.T 17.L.c 17._._ 17.N.C 17.K.C 17.E.V	1.6 3.0 1.0 0.5 0.0 1.6 1.2 0.7	0	1828	1161
3055	Togo_Kan	gú gúrú	ɡ u ⁵ _ ɡ u ⁵ r u ⁵	grass, herbs	herbe	GRASS	1 7 8 9 1 7 8 5 7 8	AXT_AXTBYT	KY6_KY6RY6	18	18.K.C 18.Y.V 18.6.T 18._._ 18.K.C 18.Y.V 18.6.T 18.R.C 18.Y.V 18.6.T	1.6 3.0 1.0 0.0 1.6 3.0 1.0 1.3 3.0 1.0	0	1836	1165
3056	Tommo_So	kèrú	k e ¹ r u ⁵	grass, herbs	herbe	GRASS	1 7 8 5 7 8	AXTBYT	KE6RY6	19	19.K.C 19.E.V 19.6.T 19.R.C 19.Y.V 19.6.T	1.6 3.0 1.0 1.3 3.0 1.0	0	1823	1157
3057	Toro_Tegu	sɔ̀lɔ́	s ɔ ¹ l ɔ ⁵	grass, herbs	herbe	GRASS	3 7 8 5 7 8	AXTBYT	SU6LU6	20	20.S.C 20.U.V 20.6.T 20.L.C 20.U.V 20.6.T	1.6 3.0 1.0 1.3 3.0 1.0	0	1827	1166
3058	Yanda_Dom	ɔ̀à	ɔ ¹ a ¹	grass, herbs	herbe	GRASS	7 8 7 8	XTYT	U6A6	21	21.U.V 21.6.T 21.A.V 21.6.T	3.0 1.0 3.0 1.0	0	1826	1167
3059	Yorno_So	dɔ̀gɔ́	d ɔ ¹ ɡ ɔ ⁵	grass, herbs	herbe	GRASS	1 7 8 1 7 8	AXTBYT	TU6KU6	22	22.T.C 22.U.V 22.6.T 22.K.C 22.U.V 22.6.T	1.6 3.0 1.0 1.3 3.0 1.0	0	1827	1168
#
3077	Bangime	kwìì	k w iː ¹	hair	cheveux	HAIR	1 6 7 8	ACXT	KWI6	2	2.K.C 2.W.C 2.I.V 2.6.T	1.6 1.2 3.0 1.0	0	1837	1169
3078	Bankan_Tey	kùyá	k u ¹ j a ⁵	hair	cheveux	HAIR	1 7 8 6 7 8	AXTBYT	KY6JA6	3	3.K.C 3.Y.V 3.6.T 3.J.C 3.A.V 3.6.T	1.6 3.0 1.0 1.3 3.0 1.0	0	1838	1170
3079	Ben_Tey	kù kùyɔ́	k u ¹ _ k u ¹ j ɔ ⁵	hair	cheveux	HAIR	1 7 8 9 1 7 8 6 7 8	AXT_AXTBYT	KY6_KY6JU6	4	4.K.C 4.Y.V 4.6.T 4._._ 4.K.C 4.Y.V 4.6.T 4.J.C 4.U.V 4.6.T	1.6 3.0 1.0 0.0 1.6 3.0 1.0 1.3 3.0 1.0	0	1839	1171
3080	Bunoge	kùlɛ̀	k u ¹ l ɛ ¹	hair	cheveux	HAIR	1 7 8 5 7 8	AXTBYT	KY6LE6	5	5.K.C 5.Y.V 5.6.T 5.L.C 5.E.V 5.6.T	1.6 3.0 1.0 1.3 3.0 1.0	0	1838	1170
3082	Fulfulde	suku-ndu	s u k u + n d u	hair	cheveux	HAIR	3 7 1 7 9 4 1 7	AXBZ_ACZ	SYKY_NTY	6	6.S.C 6.Y.V 6.K.C 6.Y.V 6._._ 6.N.C 6.T.C 6.Y.V	2.0 1.5 1.75 0.8 0.0 2.0 1.5 0.8	0	1841	1172
