# Wordlist

# DATA
ID	DOCULECT	IPA	TOKENS	ENGLISH	FRENCH	CONCEPT	SONARS	PROSTRINGS	CLASSES	LANGID	NUMBERS	WEIGHTS	DUPLICATES	SCAID	LEXSTATID
3843	Bankan_Tey	bìyé	b i ¹ j e ⁵	lie down, go to bed	se coucher	LIE DOWN	1 7 8 6 7 8	AXTBYT	PI6JE6	3	3.P.C 3.I.V 3.6.T 3.J.C 3.E.V 3.6.T	1.6 3.0 1.0 1.3 3.0 1.0	0	1653	1047
3844	Ben_Tey	bìyé	b i ¹ j e ⁵	lie down, go to bed	se coucher	LIE DOWN	1 7 8 6 7 8	AXTBYT	PI6JE6	4	4.P.C 4.I.V 4.6.T 4.J.C 4.E.V 4.6.T	1.6 3.0 1.0 1.3 3.0 1.0	0	1653	1047
3845	Bunoge	bí:yè	b iː ⁵ j e ¹	lie down, go to bed	se coucher	LIE DOWN	1 7 8 6 7 8	AXTBYT	PI6JE6	5	5.P.C 5.I.V 5.6.T 5.J.C 5.E.V 5.6.T	1.6 3.0 1.0 1.3 3.0 1.0	0	1653	1047
3847	Fulfulde	leelaa-de	l e e l a a + d e	lie down	se coucher	LIE DOWN	5 7 7 5 7 7 9 1 7	AXYBYZ_AX	LEELAA_TE	6	6.L.C 6.E.V 6.E.V 6.L.C 6.A.V 6.A.V 6._._ 6.T.C 6.E.V	2.0 1.5 1.3 1.75 1.3 0.8 0.0 2.0 1.5	0	1656	1048
3848	Jamsay	ìɲé	i ¹ ɲ e ⁵	lie down, go to bed	se coucher	LIE DOWN	7 8 4 7 8	XTBYT	I6NE6	7	7.I.V 7.6.T 7.N.C 7.E.V 7.6.T	3.0 1.0 1.3 3.0 1.0	0	1657	1049
3849	Jenaama	sāgā	s a ³ ɡ a ³	lie down	se coucher	LIE DOWN	3 7 8 1 7 8	AXTBYT	SA6KA6	8	8.S.C 8.A.V 8.6.T 8.K.C 8.A.V 8.6.T	1.6 3.0 1.0 1.3 3.0 1.0	0	1658	1050
3850	Mombo	bí:yè	b iː ⁵ j e ¹	lie down, go to bed	se coucher	LIE DOWN	1 7 8 6 7 8	AXTBYT	PI6JE6	9	9.P.C 9.I.V 9.6.T 9.J.C 9.E.V 9.6.T	1.6 3.0 1.0 1.3 3.0 1.0	0	1653	1047
3851	Najamba	bǐy	b i ¹⁵ j	lie down, go to bed	se coucher	LIE DOWN	1 7 8 6	AXTN	PI2J	10	10.P.C 10.I.V 10.2.T 10.J.c	1.6 3.0 1.0 0.5	0	1653	1047
3852	Nanga	bìyé	b i ¹ j e ⁵	lie down, go to bed	se coucher	LIE DOWN	1 7 8 6 7 8	AXTBYT	PI6JE6	11	11.P.C 11.I.V 11.6.T 11.J.C 11.E.V 11.6.T	1.6 3.0 1.0 1.3 3.0 1.0	0	1653	1047
3853	Penange	bíyé	b i ⁵ j e ⁵	lie down, go to bed	se coucher	LIE DOWN	1 7 8 6 7 8	AXTBYT	PI6JE6	12	12.P.C 12.I.V 12.6.T 12.J.C 12.E.V 12.6.T	1.6 3.0 1.0 1.3 3.0 1.0	0	1653	1047
3854	Perge_Tegu	ìnjé	i ¹ n dʒ e ⁵	lie down, go to bed	se coucher	LIE DOWN	7 8 4 1 7 8	XTMBYT	I6NTE6	13	13.I.V 13.6.T 13.N.c 13.T.C 13.E.V 13.6.T	3.0 1.0 1.1 1.3 3.0 1.0	0	1657	1049
3855	Songhai_Kiini	kán	k a ⁵ n	lie down, go to bed	se coucher	LIE DOWN	1 7 8 4	AXTN	KA6N	14	14.K.C 14.A.V 14.6.T 14.N.c	1.6 3.0 1.0 0.5	1	1657	1051
3856	Songhai_Senni	kání	k a ⁵ n i ⁵	lie down, be horizontal; go to sleep; spend night	se coucher, être ou se mettre au plan horizontal	LIE DOWN	1 7 8 4 7 8	AXTBYT	KA6NI6	15	15.K.C 15.A.V 15.6.T 15.N.C 15.I.V 15.6.T	1.6 3.0 1.0 1.3 3.0 1.0	0	1657	1051
3858	Tebul_Ure	bě	b e ¹⁵	lie down, go to bed	se coucher	LIE DOWN	1 7 8	AXT	PE2	16	16.P.C 16.E.V 16.2.T	1.6 3.0 1.0	0	1653	1052
3859	Tiranige_Diga	bí-yó	b i ⁵ + j o ⁵	lie down, go to bed	se coucher	LIE DOWN	1 7 8 9 6 7 8	AXT_AXT	PI6_JU6	17	17.P.C 17.I.V 17.6.T 17._._ 17.J.C 17.U.V 17.6.T	1.6 3.0 1.0 0.0 1.6 3.0 1.0	0	1667	1053
3860	Togo_Kan	ìmú ìmî:	i ¹ m u ⁵ _ i ¹ m iː ⁵¹	lie down, go to bed	se coucher	LIE DOWN	7 8 4 7 8 9 7 8 4 7 8	XTBYT_XTBYT	I6MY6_I6MI3	18	18.I.V 18.6.T 18.M.C 18.Y.V 18.6.T 18._._ 18.I.V 18.6.T 18.M.C 18.I.V 18.3.T	3.0 1.0 1.3 3.0 1.0 0.0 3.0 1.0 1.3 3.0 1.0	0	1668	1054
3861	Tommo_So	ǹjó ǹjíyó	n ¹ dʒ o ⁵ _ n ¹ dʒ i ⁵ j o ⁵	lie down, go to bed	se coucher	LIE DOWN	4 8 1 7 8 9 4 8 1 7 8 6 7 8	ATBYT_ATBYTBYT	N6TU6_N6TI6JU6	19	19.N.C 19.6.T 19.T.C 19.U.V 19.6.T 19._._ 19.N.C 19.6.T 19.T.C 19.I.V 19.6.T 19.J.C 19.U.V 19.6.T	1.6 1.0 1.3 3.0 1.0 0.0 1.6 1.0 1.3 3.0 1.0 1.3 3.0 1.0	0	1669	1055
3862	Toro_Tegu	ìsú	i ¹ s u ⁵	lie down, go to bed	se coucher	LIE DOWN	7 8 3 7 8	XTBYT	I6SY6	20	20.I.V 20.6.T 20.S.C 20.Y.V 20.6.T	3.0 1.0 1.3 3.0 1.0	0	1670	1056
3863	Yanda_Dom	bì-yó	b i ¹ + j o ⁵	lie down, go to bed	se coucher	LIE DOWN	1 7 8 9 6 7 8	AXT_AXT	PI6_JU6	21	21.P.C 21.I.V 21.6.T 21._._ 21.J.C 21.U.V 21.6.T	1.6 3.0 1.0 0.0 1.6 3.0 1.0	0	1667	1053
3864	Yorno_So	dǐ:ⁿ	d ĩː ¹⁵ ∼	lie down, go to bed	se coucher	LIE DOWN	1 7 8 4	AXTN	TI29	22	22.T.C 22.I.V 22.2.T 22.9.c	1.6 3.0 1.0 0.5	0	1672	1057
#
3930	Bambara	jàrá	dʒ a ¹ r a ⁵	lion	lion	LION	1 7 8 5 7 8	AXTBYT	TA6RA6	1	1.T.C 1.A.V 1.6.T 1.R.C 1.A.V 1.6.T	1.6 3.0 1.0 1.3 3.0 1.0	0	1673	1058
3931	Bangime	kìyɛ̀	k i ¹ j ɛ ¹	lion	lion	LION	1 7 8 6 7 8	AXTBYT	KI6JE6	2	2.K.C 2.I.V 2.6.T 2.J.C 2.E.V 2.6.T	1.6 3.0 1.0 1.3 3.0 1.0	0	1674	1059
3932	Bankan_Tey	dùŋgú-m	d u ¹ ŋ ɡ u ⁵ + m	lion	lion	LION	1 7 8 4 1 7 8 9 4	AXTMBYT_A	TY6NKY6_M	3	3.T.C 3.Y.V 3.6.T 3.N.c 3.K.C 3.Y.V 3.6.T 3._._ 3.M.C	1.6 3.0 1.0 1.1 1.3 3.0 1.0 0.0 1.6	0	1675	1060
3933	Ben_Tey	tà dùŋgú-m	t a ¹ _ d u ¹ ŋ ɡ u ⁵ + m	lion	lion	LION	1 7 8 9 1 7 8 4 1 7 8 9 4	AXT_AXTMBYT_A	TA6_TY6NKY6_M	4	4.T.C 4.A.V 4.6.T 4._._ 4.T.C 4.Y.V 4.6.T 4.N.c 4.K.C 4.Y.V 4.6.T 4._._ 4.M.C	1.6 3.0 1.0 0.0 1.6 3.0 1.0 1.1 1.3 3.0 1.0 0.0 1.6	0	1675	1060
3934	Bunoge	námbálà	n a ⁵ m b a ⁵ l a ¹	lion	lion	LION	4 7 8 4 1 7 8 5 7 8	AXTMBYTBYT	NA6MPA6LA6	5	5.N.C 5.A.V 5.6.T 5.M.c 5.P.C 5.A.V 5.6.T 5.L.C 5.A.V 5.6.T	1.6 3.0 1.0 1.1 1.3 3.0 1.0 1.3 3.0 1.0	0	1677	1061
3936	Fulfulde	rawaandu ladde	r a w a a n d u _ l a d d e	lion	lion	LION	5 7 6 7 7 4 1 7 9 5 7 1 1 7	AXBYYMBZ_AXMBZ	RAWAANTY_LATTE	6	6.R.C 6.A.V 6.W.C 6.A.V 6.A.V 6.N.c 6.T.C 6.Y.V 6._._ 6.L.C 6.A.V 6.T.c 6.T.C 6.E.V	2.0 1.5 1.75 1.3 1.3 1.1 1.75 0.8 0.0 2.0 1.5 1.1 1.75 0.8	0	1678	1062
3938	Jamsay	dùŋ yàrá	d u ¹ ŋ _ j a ¹ r a ⁵	lion	lion	LION	1 7 8 4 9 6 7 8 5 7 8	AXTN_AXTBYT	TY6N_JA6RA6	7	7.T.C 7.Y.V 7.6.T 7.N.c 7._._ 7.J.C 7.A.V 7.6.T 7.R.C 7.A.V 7.6.T	1.6 3.0 1.0 0.5 0.0 1.6 3.0 1.0 1.3 3.0 1.0	0	1673	1058
3939	Jenaama	wārbà	w a ³ r b a ¹	lion	lion	LION	6 7 8 5 1 7 8	AXTMBYT	WA6RPA6	8	8.W.C 8.A.V 8.6.T 8.R.c 8.P.C 8.A.V 8.6.T	1.6 3.0 1.0 1.1 1.3 3.0 1.0	0	1680	1063
3940	Mombo	yárà	j a ⁵ r a ¹	lion	lion	LION	6 7 8 5 7 8	AXTBYT	JA6RA6	9	9.J.C 9.A.V 9.6.T 9.R.C 9.A.V 9.6.T	1.6 3.0 1.0 1.3 3.0 1.0	0	1673	1058
3941	Najamba	yàrá	j a ¹ r a ⁵	lion	lion	LION	6 7 8 5 7 8	AXTBYT	JA6RA6	10	10.J.C 10.A.V 10.6.T 10.R.C 10.A.V 10.6.T	1.6 3.0 1.0 1.3 3.0 1.0	0	1673	1058
3942	Nanga	yàrá	j a ¹ r a ⁵	lion	lion	LION	6 7 8 5 7 8	AXTBYT	JA6RA6	11	11.J.C 11.A.V 11.6.T 11.R.C 11.A.V 11.6.T	1.6 3.0 1.0 1.3 3.0 1.0	0	1673	1058
3943	Penange	nà:m bàlà	n aː ¹ m _ b a ¹ l a ¹	lion	lion	LION	4 7 8 4 9 1 7 8 5 7 8	AXTN_AXTBYT	NA6M_PA6LA6	12	12.N.C 12.A.V 12.6.T 12.M.c 12._._ 12.P.C 12.A.V 12.6.T 12.L.C 12.A.V 12.6.T	1.6 3.0 1.0 0.5 0.0 1.6 3.0 1.0 1.3 3.0 1.0	0	1684	1064
3944	Perge_Tegu	dùŋ yàrá	d u ¹ ŋ _ j a ¹ r a ⁵	lion	lion	LION	1 7 8 4 9 6 7 8 5 7 8	AXTN_AXTBYT	TY6N_JA6RA6	13	13.T.C 13.Y.V 13.6.T 13.N.c 13._._ 13.J.C 13.A.V 13.6.T 13.R.C 13.A.V 13.6.T	1.6 3.0 1.0 0.5 0.0 1.6 3.0 1.0 1.3 3.0 1.0	0	1673	1058
3945	Songhai_Kiini	gún	ɡ u ⁵ n	lion	lion	LION	1 7 8 4	AXTN	KY6N	14	14.K.C 14.Y.V 14.6.T 14.N.c	1.6 3.0 1.0 0.5	0	1686	1065
3946	Songhai_Senni	gànjì hày	ɡ a ¹ n dʒ i ¹ _ h a ¹ j	lion	lion	LION	1 7 8 4 1 7 8 9 3 7 8 6	AXTMBYT_AXTN	KA6NTI6_HA6J	15	15.K.C 15.A.V 15.6.T 15.N.c 15.T.C 15.I.V 15.6.T 15._._ 15.H.C 15.A.V 15.6.T 15.J.c	1.6 3.0 1.0 1.1 1.3 3.0 1.0 0.0 1.6 3.0 1.0 0.5	0	1687	1066
3947	Tebul_Ure	dùŋ yàrá	d u ¹ ŋ _ j a ¹ r a ⁵	lion	lion	LION	1 7 8 4 9 6 7 8 5 7 8	AXTN_AXTBYT	TY6N_JA6RA6	16	16.T.C 16.Y.V 16.6.T 16.N.c 16._._ 16.J.C 16.A.V 16.6.T 16.R.C 16.A.V 16.6.T	1.6 3.0 1.0 0.5 0.0 1.6 3.0 1.0 1.3 3.0 1.0	0	1673	1058
3948	Tiranige_Diga	dúŋgá	d u ⁵ ŋ ɡ a ⁵	lion	lion	LION	1 7 8 4 1 7 8	AXTMBYT	TY6NKA6	17	17.T.C 17.Y.V 17.6.T 17.N.c 17.K.C 17.A.V 17.6.T	1.6 3.0 1.0 1.1 1.3 3.0 1.0	0	1675	1060
3949	Togo_Kan	yàrá	j a ¹ r a ⁵	lion	lion	LION	6 7 8 5 7 8	AXTBYT	JA6RA6	18	18.J.C 18.A.V 18.6.T 18.R.C 18.A.V 18.6.T	1.6 3.0 1.0 1.3 3.0 1.0	0	1673	1058
3950	Toro_Tegu	ǒw ànú	o ¹⁵ w _ a ¹ n u ⁵	lion	lion	LION	7 8 6 9 7 8 4 7 8	XTN_XTBYT	U2W_A6NY6	20	20.U.V 20.2.T 20.W.c 20._._ 20.A.V 20.6.T 20.N.C 20.Y.V 20.6.T	3.0 1.0 0.5 0.0 3.0 1.0 1.3 3.0 1.0	0	1691	1067
3951	Yanda_Dom	dùŋ yàrà	d u ¹ ŋ _ j a ¹ r a ¹	lion	lion	LION	1 7 8 4 9 6 7 8 5 7 8	AXTN_AXTBYT	TY6N_JA6RA6	21	21.T.C 21.Y.V 21.6.T 21.N.c 21._._ 21.J.C 21.A.V 21.6.T 21.R.C 21.A.V 21.6.T	1.6 3.0 1.0 0.5 0.0 1.6 3.0 1.0 1.3 3.0 1.0	0	1673	1058
3952	Yorno_So	yàrá	j a ¹ r a ⁵	lion	lion	LION	6 7 8 5 7 8	AXTBYT	JA6RA6	22	22.J.C 22.A.V 22.6.T 22.R.C 22.A.V 22.6.T	1.6 3.0 1.0 1.3 3.0 1.0	0	1673	1058
#
3955	Bambara	lájɛ́	l a ⁵ dʒ ɛ ⁵	lock (on door, etc.)	examiner, regarder	LOOK	5 7 8 1 7 8	AXTBYT	LA6TE6	1	1.L.C 1.A.V 1.6.T 1.T.C 1.E.V 1.6.T	1.6 3.0 1.0 1.3 3.0 1.0	0	1692	1068
3956	Bangime	sùràà	s u ¹ r aː ¹	look at	regarder	LOOK	3 7 8 5 7 8	AXTBYT	SY6RA6	2	2.S.C 2.Y.V 2.6.T 2.R.C 2.A.V 2.6.T	1.6 3.0 1.0 1.3 3.0 1.0	0	1693	1069
3957	Bankan_Tey	tíní	t i ⁵ n i ⁵	look at	regarder	LOOK	1 7 8 4 7 8	AXTBYT	TI6NI6	3	3.T.C 3.I.V 3.6.T 3.N.C 3.I.V 3.6.T	1.6 3.0 1.0 1.3 3.0 1.0	0	1701	1070
3958	Ben_Tey	tíní	t i ⁵ n i ⁵	look at	regarder (qch)	LOOK	1 7 8 4 7 8	AXTBYT	TI6NI6	4	4.T.C 4.I.V 4.6.T 4.N.C 4.I.V 4.6.T	1.6 3.0 1.0 1.3 3.0 1.0	0	1701	1070
3959	Bunoge	té:jè	t eː ⁵ dʒ e ¹	look at	regarder (qch)	LOOK	1 7 8 1 7 8	AXTBYT	TE6TE6	5	5.T.C 5.E.V 5.6.T 5.T.C 5.E.V 5.6.T	1.6 3.0 1.0 1.3 3.0 1.0	0	1692	1071
3961	Fulfulde	ʄeewu-de	ʄ e e w u + d e	look at	regarder	LOOK	2 7 7 6 7 9 1 7	AXYBZ_AX	CEEWY_TE	6	6.C.C 6.E.V 6.E.V 6.W.C 6.Y.V 6._._ 6.T.C 6.E.V	2.0 1.5 1.3 1.75 0.8 0.0 2.0 1.5	0	1697	1072
3963	Jamsay	yàŋá	j a ¹ ŋ a ⁵	look at	regarder (qch)	LOOK	6 7 8 4 7 8	AXTBYT	JA6NA6	7	7.J.C 7.A.V 7.6.T 7.N.C 7.A.V 7.6.T	1.6 3.0 1.0 1.3 3.0 1.0	0	1698	1073
3964	Jenaama	tɔ̀ŋɔ̀	t ɔ ¹ ŋ ɔ ¹	look at	regarder	LOOK	1 7 8 4 7 8	AXTBYT	TU6NU6	8	8.T.C 8.U.V 8.6.T 8.N.C 8.U.V 8.6.T	1.6 3.0 1.0 1.3 3.0 1.0	0	1701	1070
3965	Mombo	mályê:	m a ⁵ l j eː ⁵¹	look at	regarder (qch)	LOOK	4 7 8 5 6 7 8	AXTBCYT	MA6LJE3	9	9.M.C 9.A.V 9.6.T 9.L.C 9.J.C 9.E.V 9.3.T	1.6 3.0 1.0 1.3 1.2 3.0 1.0	0	1700	1074
3966	Najamba	tár	t a ⁵ r	look at	regarder (qch)	LOOK	1 7 8 5	AXTN	TA6R	10	10.T.C 10.A.V 10.6.T 10.R.c	1.6 3.0 1.0 0.5	0	1701	1075
3967	Nanga	ŋìrⁿɛ́	ŋ i ¹ r̃ ∼ ɛ ⁵	look at	regarder (qch)	LOOK	4 7 8 5 4 7 8	AXTMBYT	NI6R9E6	11	11.N.C 11.I.V 11.6.T 11.R.c 11.9.C 11.E.V 11.6.T	1.6 3.0 1.0 1.1 1.3 3.0 1.0	0	1702	1076
3968	Penange	sé:mì	s eː ⁵ m i ¹	look at	regarder (qch)	LOOK	3 7 8 4 7 8	AXTBYT	SE6MI6	12	12.S.C 12.E.V 12.6.T 12.M.C 12.I.V 12.6.T	1.6 3.0 1.0 1.3 3.0 1.0	0	1693	1077
3969	Perge_Tegu	yɛ̀lɛ́	j ɛ ¹ l ɛ ⁵	look at	regarder	LOOK	6 7 8 5 7 8	AXTBYT	JE6LE6	13	13.J.C 13.E.V 13.6.T 13.L.C 13.E.V 13.6.T	1.6 3.0 1.0 1.3 3.0 1.0	0	1704	1073
3970	Songhai_Kiini	gùná	ɡ u ¹ n a ⁵	look, look for; examine, inspect		LOOK	1 7 8 4 7 8	AXTBYT	KY6NA6	14	14.K.C 14.Y.V 14.6.T 14.N.C 14.A.V 14.6.T	1.6 3.0 1.0 1.3 3.0 1.0	0	1698	1078
3971	Songhai_Senni	gùnà	ɡ u ¹ n a ¹	look at, observe	regarder (qqch) ­ex: á­.´	LOOK	1 7 8 4 7 8	AXTBYT	KY6NA6	15	15.K.C 15.Y.V 15.6.T 15.N.C 15.A.V 15.6.T	1.6 3.0 1.0 1.3 3.0 1.0	0	1698	1078
3973	Tebul_Ure	jɛ̀rí	dʒ ɛ ¹ r i ⁵	look at	regarder (qch)	LOOK	1 7 8 5 7 8	AXTBYT	TE6RI6	16	16.T.C 16.E.V 16.6.T 16.R.C 16.I.V 16.6.T	1.6 3.0 1.0 1.3 3.0 1.0	0	1701	1079
3974	Tiranige_Diga	já:ló	dʒ aː ⁵ l o ⁵	look at	regarder (qch)	LOOK	1 7 8 5 7 8	AXTBYT	TA6LU6	17	17.T.C 17.A.V 17.6.T 17.L.C 17.U.V 17.6.T	1.6 3.0 1.0 1.3 3.0 1.0	0	1704	1075
3975	Togo_Kan	gɛ̀r-î:	ɡ ɛ ¹ r + iː ⁵¹	look at	regarder (qch)	LOOK	1 7 8 5 9 7 8	AXTN_XT	KE6R_I3	18	18.K.C 18.E.V 18.6.T 18.R.c 18._._ 18.I.V 18.3.T	1.6 3.0 1.0 0.5 0.0 3.0 1.0	0	1709	1080
3976	Tommo_So	yɛ̀-ndɛ́	j ɛ ¹ + n d ɛ ⁵	look at	regarder (qch)	LOOK	6 7 8 9 4 1 7 8	AXT_ACYT	JE6_NTE6	19	19.J.C 19.E.V 19.6.T 19._._ 19.N.C 19.T.C 19.E.V 19.6.T	1.6 3.0 1.0 0.0 1.6 1.2 3.0 1.0	0	1710	1081
3977	Toro_Tegu	ɛ̀lú	ɛ ¹ l u ⁵	look at	regarder (qch)	LOOK	7 8 5 7 8	XTBYT	E6LY6	20	20.E.V 20.6.T 20.L.C 20.Y.V 20.6.T	3.0 1.0 1.3 3.0 1.0	0	1704	1073
3978	Yanda_Dom	tígɛ́	t i ⁵ ɡ ɛ ⁵	look at	regarder (qch)	LOOK	1 7 8 1 7 8	AXTBYT	TI6KE6	21	21.T.C 21.I.V 21.6.T 21.K.C 21.E.V 21.6.T	1.6 3.0 1.0 1.3 3.0 1.0	0	1701	1079
3979	Yorno_So	yɛ̀nɛ́	j ɛ ¹ n ɛ ⁵	look at	regarder (qch)	LOOK	6 7 8 4 7 8	AXTBYT	JE6NE6	22	22.J.C 22.E.V 22.6.T 22.N.C 22.E.V 22.6.T	1.6 3.0 1.0 1.3 3.0 1.0	0	1698	1073
#
3984	Bambara	ɲíní	ɲ i ⁵ n i ⁵	look for (sth, sb)	chercher, demander en mariage	LOOK FOR	4 7 8 4 7 8	AXTBYT	NI6NI6	1	1.N.C 1.I.V 1.6.T 1.N.C 1.I.V 1.6.T	1.6 3.0 1.0 1.3 3.0 1.0	0	1711	1082
3985	Bangime	kùmbò-rò	k u ¹ m b o ¹ + r o ¹	look for (sth, sb)	chercher (qn, qch)	LOOK FOR	1 7 8 4 1 7 8 9 5 7 8	AXTMBYT_AXT	KY6MPU6_RU6	2	2.K.C 2.Y.V 2.6.T 2.M.c 2.P.C 2.U.V 2.6.T 2._._ 2.R.C 2.U.V 2.6.T	1.6 3.0 1.0 1.1 1.3 3.0 1.0 0.0 1.6 3.0 1.0	0	1712	1083
3986	Bankan_Tey	zɔ̀rɔ́	z ɔ ¹ r ɔ ⁵	look for, seek	chercher	LOOK FOR	3 7 8 5 7 8	AXTBYT	SU6RU6	3	3.S.C 3.U.V 3.6.T 3.R.C 3.U.V 3.6.T	1.6 3.0 1.0 1.3 3.0 1.0	0	1713	1084
3987	Ben_Tey	jɔ̀rɔ́	dʒ ɔ ¹ r ɔ ⁵	look for, seek	chercher	LOOK FOR	1 7 8 5 7 8	AXTBYT	TU6RU6	4	4.T.C 4.U.V 4.6.T 4.R.C 4.U.V 4.6.T	1.6 3.0 1.0 1.3 3.0 1.0	0	1713	1084
3988	Bunoge	tégólè	t e ⁵ ɡ o ⁵ l e ¹	look for, seek	chercher	LOOK FOR	1 7 8 1 7 8 5 7 8	AXTBYTBYT	TE6KU6LE6	5	5.T.C 5.E.V 5.6.T 5.K.C 5.U.V 5.6.T 5.L.C 5.E.V 5.6.T	1.6 3.0 1.0 1.3 3.0 1.0 1.3 3.0 1.0	0	1715	1085
3989	Fulfulde	tewtu-de	t e w t u + d e	look for (sth, sb)	chercher (qn, qch)	LOOK FOR	1 7 6 1 7 9 1 7	AXMBZ_AX	TEWTY_TE	6	6.T.C 6.E.V 6.W.c 6.T.C 6.Y.V 6._._ 6.T.C 6.E.V	2.0 1.5 1.1 1.75 0.8 0.0 2.0 1.5	0	1716	1086
3991	Jamsay	lúgúrú	l u ⁵ ɡ u ⁵ r u ⁵	(a) search	chercher	LOOK FOR	5 7 8 1 7 8 5 7 8	AXTBYTBYT	LY6KY6RY6	7	7.L.C 7.Y.V 7.6.T 7.K.C 7.Y.V 7.6.T 7.R.C 7.Y.V 7.6.T	1.6 3.0 1.0 1.3 3.0 1.0 1.3 3.0 1.0	0	1715	1087
3992	Jenaama	mà	m a ¹	look for (sth, sb)	chercher (qn, qch)	LOOK FOR	4 7 8	AXT	MA6	8	8.M.C 8.A.V 8.6.T	1.6 3.0 1.0	0	1718	1088
3993	Mombo	yɔ́lɛ́	j ɔ ⁵ l ɛ ⁵	look for, seek	chercher	LOOK FOR	6 7 8 5 7 8	AXTBYT	JU6LE6	9	9.J.C 9.U.V 9.6.T 9.L.C 9.E.V 9.6.T	1.6 3.0 1.0 1.3 3.0 1.0	0	1719	1089
3994	Najamba	dùndɛ́	d u ¹ n d ɛ ⁵	look for, seek	chercher	LOOK FOR	1 7 8 4 1 7 8	AXTMBYT	TY6NTE6	10	10.T.C 10.Y.V 10.6.T 10.N.c 10.T.C 10.E.V 10.6.T	1.6 3.0 1.0 1.1 1.3 3.0 1.0	0	1720	1090
3995	Nanga	jɔ̀rɔ́	dʒ ɔ ¹ r ɔ ⁵	look for, seek	chercher	LOOK FOR	1 7 8 5 7 8	AXTBYT	TU6RU6	11	11.T.C 11.U.V 11.6.T 11.R.C 11.U.V 11.6.T	1.6 3.0 1.0 1.3 3.0 1.0	0	1713	1084
3996	Penange	dúndɛ́	d u ⁵ n d ɛ ⁵	look for, seek	chercher	LOOK FOR	1 7 8 4 1 7 8	AXTMBYT	TY6NTE6	12	12.T.C 12.Y.V 12.6.T 12.N.c 12.T.C 12.E.V 12.6.T	1.6 3.0 1.0 1.1 1.3 3.0 1.0	0	1720	1090
3997	Perge_Tegu	lúgú-rú	l u ⁵ ɡ u ⁵ + r u ⁵	(a) search	chercher	LOOK FOR	5 7 8 1 7 8 9 5 7 8	AXTBYT_AXT	LY6KY6_RY6	13	13.L.C 13.Y.V 13.6.T 13.K.C 13.Y.V 13.6.T 13._._ 13.R.C 13.Y.V 13.6.T	1.6 3.0 1.0 1.3 3.0 1.0 0.0 1.6 3.0 1.0	0	1723	1091
3998	Songhai_Senni	lárwê	l a ⁵ r w e ⁵¹	search (sb, sth)	fouiller (qqn, qqch)	LOOK FOR	5 7 8 5 6 7 8	AXTBCYT	LA6RWE3	15	15.L.C 15.A.V 15.6.T 15.R.C 15.W.C 15.E.V 15.3.T	1.6 3.0 1.0 1.3 1.2 3.0 1.0	0	1725	1093
3999	Songhai_Kiini	wúrí-rí	w u ⁵ r i ⁵ + r i ⁵	look for	chercher	LOOK FOR	6 7 8 5 7 8 9 5 7 8	AXTBYT_AXT	WY6RI6_RI6	14	14.W.C 14.Y.V 14.6.T 14.R.C 14.I.V 14.6.T 14._._ 14.R.C 14.I.V 14.6.T	1.6 3.0 1.0 1.3 3.0 1.0 0.0 1.6 3.0 1.0	0	1723	1092
4001	Tebul_Ure	zɔ̌:	z ɔː ¹⁵	look for, seek	chercher	LOOK FOR	3 7 8	AXT	SU2	16	16.S.C 16.U.V 16.2.T	1.6 3.0 1.0	0	1726	1094
4002	Tiranige_Diga	yɔ́lɔ́	j ɔ ⁵ l ɔ ⁵	look for, seek	chercher	LOOK FOR	6 7 8 5 7 8	AXTBYT	JU6LU6	17	17.J.C 17.U.V 17.6.T 17.L.C 17.U.V 17.6.T	1.6 3.0 1.0 1.3 3.0 1.0	0	1719	1089
4003	Togo_Kan	dɛ́n	d ɛ ⁵ n	(a) search	chercher	LOOK FOR	1 7 8 4	AXTN	TE6N	18	18.T.C 18.E.V 18.6.T 18.N.c	1.6 3.0 1.0 0.5	0	1720	1090
4004	Tommo_So	dɛ̀nnɛ́	d ɛ ¹ n n ɛ ⁵	look for, seek	chercher	LOOK FOR	1 7 8 4 4 7 8	AXTMBYT	TE6NNE6	19	19.T.C 19.E.V 19.6.T 19.N.c 19.N.C 19.E.V 19.6.T	1.6 3.0 1.0 1.1 1.3 3.0 1.0	0	1720	1090
4005	Toro_Tegu	yⁿǒm	j ∼ o ¹⁵ m	look for, seek	chercher	LOOK FOR	6 4 7 8 4	ACYTN	J9U2M	20	20.J.C 20.9.C 20.U.V 20.2.T 20.M.c	1.6 1.2 3.0 1.0 0.5	0	1730	1095
4006	Yanda_Dom	dùnó	d u ¹ n o ⁵	look for, seek	chercher	LOOK FOR	1 7 8 4 7 8	AXTBYT	TY6NU6	21	21.T.C 21.Y.V 21.6.T 21.N.C 21.U.V 21.6.T	1.6 3.0 1.0 1.3 3.0 1.0	0	1720	1090
4007	Yorno_So	dɛ̀nɛ́	d ɛ ¹ n ɛ ⁵	look for, seek	chercher	LOOK FOR	1 7 8 4 7 8	AXTBYT	TE6NE6	22	22.T.C 22.E.V 22.6.T 22.N.C 22.E.V 22.6.T	1.6 3.0 1.0 1.3 3.0 1.0	0	1720	1090
#
