# Wordlist

# DATA
ID	DOCULECT	IPA	TOKENS	ENGLISH	FRENCH	CONCEPT	SONARS	PROSTRINGS	CLASSES	LANGID	NUMBERS	WEIGHTS	DUPLICATES	SCAID	LEXSTATID
3543	Toro_Tegu	kà pèŋgù-ró	k a ¹ _ p e ¹ ŋ ɡ u ¹ + r o ⁵	jaw (lower)	mâchoire (inférieure)	JAW	1 7 8 9 1 7 8 4 1 7 8 9 5 7 8	AXT_AXTMBYT_AXT	KA6_PE6NKY6_RU6	20	20.K.C 20.A.V 20.6.T 20._._ 20.P.C 20.E.V 20.6.T 20.N.c 20.K.C 20.Y.V 20.6.T 20._._ 20.R.C 20.U.V 20.6.T	1.6 3.0 1.0 0.0 1.6 3.0 1.0 1.1 1.3 3.0 1.0 0.0 1.6 3.0 1.0	0	1514	981
3544	Yanda_Dom	àŋgà	a ¹ ŋ ɡ a ¹	jaw (lower)	mâchoire (inférieure)	JAW	7 8 4 1 7 8	XTMBYT	A6NKA6	21	21.A.V 21.6.T 21.N.c 21.K.C 21.A.V 21.6.T	3.0 1.0 1.1 1.3 3.0 1.0	0	1500	977
3545	Yorno_So	àŋgǎ:ⁿ	a ¹ ŋ ɡ ãː ¹⁵ ∼	jaw (lower)	mâchoire (inférieure)	JAW	7 8 4 1 7 8 4	XTMBYTN	A6NKA29	22	22.A.V 22.6.T 22.N.c 22.K.C 22.A.V 22.2.T 22.9.c	3.0 1.0 1.1 1.3 3.0 1.0 0.5	0	1500	977
#
3571	Bangime	yūrà	j u ³ r a ¹	kill	tuer	KILL	6 7 8 5 7 8	AXTBYT	JY6RA6	2	2.J.C 2.Y.V 2.6.T 2.R.C 2.A.V 2.6.T	1.6 3.0 1.0 1.3 3.0 1.0	0	1515	989
3572	Bankan_Tey	jɛ́	dʒ ɛ ⁵	kill	tuer	KILL	1 7 8	AXT	TE6	3	3.T.C 3.E.V 3.6.T	1.6 3.0 1.0	0	1516	986
3573	Ben_Tey	jìyɛ́	dʒ i ¹ j ɛ ⁵	kill	tuer	KILL	1 7 8 6 7 8	AXTBYT	TI6JE6	4	4.T.C 4.I.V 4.6.T 4.J.C 4.E.V 4.6.T	1.6 3.0 1.0 1.3 3.0 1.0	0	1517	985
3574	Bunoge	gɛ́:wɛ̀	ɡ ɛː ⁵ w ɛ ¹	kill	tuer	KILL	1 7 8 6 7 8	AXTBYT	KE6WE6	5	5.K.C 5.E.V 5.6.T 5.W.C 5.E.V 5.6.T	1.6 3.0 1.0 1.3 3.0 1.0	0	1518	985
3576	Jamsay	wɔ̌:	w ɔː ¹⁵	kill	tuer	KILL	6 7 8	AXT	WU2	7	7.W.C 7.U.V 7.2.T	1.6 3.0 1.0	0	1519	987
3577	Jenaama	wàgà	w a ¹ ɡ a ¹	kill	tuer	KILL	6 7 8 1 7 8	AXTBYT	WA6KA6	8	8.W.C 8.A.V 8.6.T 8.K.C 8.A.V 8.6.T	1.6 3.0 1.0 1.3 3.0 1.0	0	1519	990
3578	Mombo	gyɛ́:	ɡ j ɛː ⁵	kill	tuer	KILL	1 6 7 8	ACXT	KJE6	9	9.K.C 9.J.C 9.E.V 9.6.T	1.6 1.2 3.0 1.0	0	1521	985
3579	Najamba	jìyɛ́	dʒ i ¹ j ɛ ⁵	kill	tuer	KILL	1 7 8 6 7 8	AXTBYT	TI6JE6	10	10.T.C 10.I.V 10.6.T 10.J.C 10.E.V 10.6.T	1.6 3.0 1.0 1.3 3.0 1.0	0	1517	985
3580	Nanga	jìyɛ́	dʒ i ¹ j ɛ ⁵	kill	tuer	KILL	1 7 8 6 7 8	AXTBYT	TI6JE6	11	11.T.C 11.I.V 11.6.T 11.J.C 11.E.V 11.6.T	1.6 3.0 1.0 1.3 3.0 1.0	0	1517	985
3581	Penange	gíyɛ́	ɡ i ⁵ j ɛ ⁵	kill	tuer	KILL	1 7 8 6 7 8	AXTBYT	KI6JE6	12	12.K.C 12.I.V 12.6.T 12.J.C 12.E.V 12.6.T	1.6 3.0 1.0 1.3 3.0 1.0	0	1517	985
3582	Perge_Tegu	wɔ̌:	w ɔː ¹⁵	kill	tuer	KILL	6 7 8	AXT	WU2	13	13.W.C 13.U.V 13.2.T	1.6 3.0 1.0	0	1519	987
3583	Songhai_Senni	wí:	w iː ⁵	kill (person, animal); extinguish (e.g. fire)	tuer (personne, animal); éteindre (feu etc.).	KILL	6 7 8	AXT	WI6	15	15.W.C 15.I.V 15.6.T	1.6 3.0 1.0	0	1519	988
3584	Songhai_Kiini	wúy	w u ⁵ j	kill	tuer	KILL	6 7 8 6	AXTN	WY6J	14	14.W.C 14.Y.V 14.6.T 14.J.c	1.6 3.0 1.0 0.5	0	1519	988
3586	Tebul_Ure	jɛ̌	dʒ ɛ ¹⁵	kill	tuer	KILL	1 7 8	AXT	TE2	16	16.T.C 16.E.V 16.2.T	1.6 3.0 1.0	0	1516	986
3587	Tiranige_Diga	jɛ́yɔ́	dʒ ɛ ⁵ j ɔ ⁵	kill	tuer	KILL	1 7 8 6 7 8	AXTBYT	TE6JU6	17	17.T.C 17.E.V 17.6.T 17.J.C 17.U.V 17.6.T	1.6 3.0 1.0 1.3 3.0 1.0	0	1517	985
3588	Togo_Kan	dàrⁿá	d a ¹ r̃ ∼ a ⁵	kill	tuer	KILL	1 7 8 5 4 7 8	AXTMBYT	TA6R9A6	18	18.T.C 18.A.V 18.6.T 18.R.c 18.9.C 18.A.V 18.6.T	1.6 3.0 1.0 1.1 1.3 3.0 1.0	0	1530	991
3589	Tommo_So	dàá	d aː ¹⁵	kill	tuer	KILL	1 7 8	AXT	TA2	19	19.T.C 19.A.V 19.2.T	1.6 3.0 1.0	0	1516	986
3590	Toro_Tegu	wɔ̌w	w ɔ ¹⁵ w	kill	tuer	KILL	6 7 8 6	AXTN	WU2W	20	20.W.C 20.U.V 20.2.T 20.W.c	1.6 3.0 1.0 0.5	0	1519	987
3591	Yanda_Dom	jɛ́	dʒ ɛ ⁵	kill	tuer	KILL	1 7 8	AXT	TE6	21	21.T.C 21.E.V 21.6.T	1.6 3.0 1.0	0	1516	986
3592	Yorno_So	dǎ:	d aː ¹⁵	kill	tuer	KILL	1 7 8	AXT	TA2	22	22.T.C 22.A.V 22.2.T	1.6 3.0 1.0	0	1516	986
#
3598	Bambara	qúrúngò	q u ⁵ r u ⁵ n ɡ o ¹	knee	genou	KNEE	1 7 8 5 7 8 4 1 7 8	AXTBYTMBYT	KY6RY6NKU6	1	1.K.C 1.Y.V 1.6.T 1.R.C 1.Y.V 1.6.T 1.N.c 1.K.C 1.U.V 1.6.T	1.6 3.0 1.0 1.3 3.0 1.0 1.1 1.3 3.0 1.0	0	1531	1001
3599	Bangime	bùyɛ̄	b u ¹ j ɛ ³	knee	genou	KNEE	1 7 8 6 7 8	AXTBYT	PY6JE6	2	2.P.C 2.Y.V 2.6.T 2.J.C 2.E.V 2.6.T	1.6 3.0 1.0 1.3 3.0 1.0	0	1532	996
3600	Bankan_Tey	kízì	k i ⁵ z i ¹	knee	genou	KNEE	1 7 8 3 7 8	AXTBYT	KI6SI6	3	3.K.C 3.I.V 3.6.T 3.S.C 3.I.V 3.6.T	1.6 3.0 1.0 1.3 3.0 1.0	0	1531	992
3601	Ben_Tey	sínjì:	s i ⁵ n dʒ iː ¹	knee	genou	KNEE	3 7 8 4 1 7 8	AXTMBYT	SI6NTI6	4	4.S.C 4.I.V 4.6.T 4.N.c 4.T.C 4.I.V 4.6.T	1.6 3.0 1.0 1.1 1.3 3.0 1.0	0	1531	1000
3602	Bunoge	kùnjúgà	k u ¹ n dʒ u ⁵ ɡ a ¹	knee	genou	KNEE	1 7 8 4 1 7 8 1 7 8	AXTMBYTBYT	KY6NTY6KA6	5	5.K.C 5.Y.V 5.6.T 5.N.c 5.T.C 5.Y.V 5.6.T 5.K.C 5.A.V 5.6.T	1.6 3.0 1.0 1.1 1.3 3.0 1.0 1.3 3.0 1.0	0	1531	992
3604	Fulfulde	howru	h o w r u	knee	genou	KNEE	3 7 6 5 7	AXMBZ	HUWRY	6	6.H.C 6.U.V 6.W.c 6.R.C 6.Y.V	2.0 1.5 1.1 1.75 0.8	0	1536	995
3606	Jamsay	nɛ̀ŋɛ́	n ɛ ¹ ŋ ɛ ⁵	knee	genou	KNEE	4 7 8 4 7 8	AXTBYT	NE6NE6	7	7.N.C 7.E.V 7.6.T 7.N.C 7.E.V 7.6.T	1.6 3.0 1.0 1.3 3.0 1.0	0	1537	993
3607	Jenaama	kɔ̀bɔ́	k ɔ ¹ b ɔ ⁵	knee	genou	KNEE	1 7 8 1 7 8	AXTBYT	KU6PU6	8	8.K.C 8.U.V 8.6.T 8.P.C 8.U.V 8.6.T	1.6 3.0 1.0 1.3 3.0 1.0	0	1538	999
3608	Mombo	kúnjúgà	k u ⁵ n dʒ u ⁵ ɡ a ¹	knee	genou	KNEE	1 7 8 4 1 7 8 1 7 8	AXTMBYTBYT	KY6NTY6KA6	9	9.K.C 9.Y.V 9.6.T 9.N.c 9.T.C 9.Y.V 9.6.T 9.K.C 9.A.V 9.6.T	1.6 3.0 1.0 1.1 1.3 3.0 1.0 1.3 3.0 1.0	0	1531	992
3609	Najamba	nà: kínjì-ŋgè	n aː ¹ _ k i ⁵ n dʒ i ¹ + ŋ ɡ e ¹	knee	genou	KNEE	4 7 8 9 1 7 8 4 1 7 8 9 4 1 7 8	AXT_AXTMBYT_ACYT	NA6_KI6NTI6_NKE6	10	10.N.C 10.A.V 10.6.T 10._._ 10.K.C 10.I.V 10.6.T 10.N.c 10.T.C 10.I.V 10.6.T 10._._ 10.N.C 10.K.C 10.E.V 10.6.T	1.6 3.0 1.0 0.0 1.6 3.0 1.0 1.1 1.3 3.0 1.0 0.0 1.6 1.2 3.0 1.0	0	1540	998
3610	Nanga	kùnjò kúnjô	k u ¹ n dʒ o ¹ _ k u ⁵ n dʒ o ⁵¹	knee	genou	KNEE	1 7 8 4 1 7 8 9 1 7 8 4 1 7 8	AXTMBYT_AXTMBYT	KY6NTU6_KY6NTU3	11	11.K.C 11.Y.V 11.6.T 11.N.c 11.T.C 11.U.V 11.6.T 11._._ 11.K.C 11.Y.V 11.6.T 11.N.c 11.T.C 11.U.V 11.3.T	1.6 3.0 1.0 1.1 1.3 3.0 1.0 0.0 1.6 3.0 1.0 1.1 1.3 3.0 1.0	0	1540	997
3611	Penange	kùnjùgà	k u ¹ n dʒ u ¹ ɡ a ¹	knee	genou	KNEE	1 7 8 4 1 7 8 1 7 8	AXTMBYTBYT	KY6NTY6KA6	12	12.K.C 12.Y.V 12.6.T 12.N.c 12.T.C 12.Y.V 12.6.T 12.K.C 12.A.V 12.6.T	1.6 3.0 1.0 1.1 1.3 3.0 1.0 1.3 3.0 1.0	0	1531	992
3612	Perge_Tegu	nìŋgé	n i ¹ ŋ ɡ e ⁵	knee	genou	KNEE	4 7 8 4 1 7 8	AXTMBYT	NI6NKE6	13	13.N.C 13.I.V 13.6.T 13.N.c 13.K.C 13.E.V 13.6.T	1.6 3.0 1.0 1.1 1.3 3.0 1.0	0	1531	993
3613	Songhai_Kiini	kàŋgɛ̀	k a ¹ ŋ ɡ ɛ ¹	knee	genou	KNEE	1 7 8 4 1 7 8	AXTMBYT	KA6NKE6	14	14.K.C 14.A.V 14.6.T 14.N.c 14.K.C 14.E.V 14.6.T	1.6 3.0 1.0 1.1 1.3 3.0 1.0	0	1531	992
3614	Songhai_Senni	kànjè	k a ¹ n dʒ e ¹	knee; side; (automobile) tire	genou; côté; pneu	KNEE	1 7 8 4 1 7 8	AXTMBYT	KA6NTE6	15	15.K.C 15.A.V 15.6.T 15.N.c 15.T.C 15.E.V 15.6.T	1.6 3.0 1.0 1.1 1.3 3.0 1.0	0	1531	992
3615	Tebul_Ure	kúndú	k u ⁵ n d u ⁵	knee	genou	KNEE	1 7 8 4 1 7 8	AXTMBYT	KY6NTY6	16	16.K.C 16.Y.V 16.6.T 16.N.c 16.T.C 16.Y.V 16.6.T	1.6 3.0 1.0 1.1 1.3 3.0 1.0	0	1531	992
3616	Tiranige_Diga	kúnjúgɔ́	k u ⁵ n dʒ u ⁵ ɡ ɔ ⁵	knee	genou	KNEE	1 7 8 4 1 7 8 1 7 8	AXTMBYTBYT	KY6NTY6KU6	17	17.K.C 17.Y.V 17.6.T 17.N.c 17.T.C 17.Y.V 17.6.T 17.K.C 17.U.V 17.6.T	1.6 3.0 1.0 1.1 1.3 3.0 1.0 1.3 3.0 1.0	0	1531	992
3617	Togo_Kan	nèŋèrè kúⁿ	n e ¹ ŋ e ¹ r e ¹ _ k ũ ⁵ ∼	knee	genou	KNEE	4 7 8 4 7 8 5 7 8 9 1 7 8 4	AXTBYTBYT_AXTN	NE6NE6RE6_KY69	18	18.N.C 18.E.V 18.6.T 18.N.C 18.E.V 18.6.T 18.R.C 18.E.V 18.6.T 18._._ 18.K.C 18.Y.V 18.6.T 18.9.c	1.6 3.0 1.0 1.3 3.0 1.0 1.3 3.0 1.0 0.0 1.6 3.0 1.0 0.5	0	1548	993
3618	Tommo_So	ànù yóŋóló	a ¹ n u ¹ _ j o ⁵ ŋ o ⁵ l o ⁵	knee	genou	KNEE	7 8 4 7 8 9 6 7 8 4 7 8 5 7 8	XTBYT_AXTBYTBYT	A6NY6_JU6NU6LU6	19	19.A.V 19.6.T 19.N.C 19.Y.V 19.6.T 19._._ 19.J.C 19.U.V 19.6.T 19.N.C 19.U.V 19.6.T 19.L.C 19.U.V 19.6.T	3.0 1.0 1.3 3.0 1.0 0.0 1.6 3.0 1.0 1.3 3.0 1.0 1.3 3.0 1.0	0	1549	994
3619	Toro_Tegu	nìŋó	n i ¹ ŋ o ⁵	knee	genou	KNEE	4 7 8 4 7 8	AXTBYT	NI6NU6	20	20.N.C 20.I.V 20.6.T 20.N.C 20.U.V 20.6.T	1.6 3.0 1.0 1.3 3.0 1.0	0	1537	993
3620	Yanda_Dom	kúnzú	k u ⁵ n z u ⁵	knee	genou	KNEE	1 7 8 4 3 7 8	AXTMBYT	KY6NSY6	21	21.K.C 21.Y.V 21.6.T 21.N.c 21.S.C 21.Y.V 21.6.T	1.6 3.0 1.0 1.1 1.3 3.0 1.0	0	1531	992
3621	Yorno_So	yúŋóló	j u ⁵ ŋ o ⁵ l o ⁵	knee	genou	KNEE	6 7 8 4 7 8 5 7 8	AXTBYTBYT	JY6NU6LU6	22	22.J.C 22.Y.V 22.6.T 22.N.C 22.U.V 22.6.T 22.L.C 22.U.V 22.6.T	1.6 3.0 1.0 1.3 3.0 1.0 1.3 3.0 1.0	0	1549	994
#
3626	Bambara	ɲɔ̰̀gírí	ɲ ɔ ¹ ∼ ɡ i ⁵ r i ⁵	knee	s'agenouiller	KNEEL	4 7 8 4 1 7 8 5 7 8	AXTMBYTBYT	NU69KI6RI6	1	1.N.C 1.U.V 1.6.T 1.9.c 1.K.C 1.I.V 1.6.T 1.R.C 1.I.V 1.6.T	1.6 3.0 1.0 1.1 1.3 3.0 1.0 1.3 3.0 1.0	0	1550	1004
3627	Bangime	kìŋɡò	k i ¹ ŋ ɡ o ¹	kneel	s'agenouiller	KNEEL	1 7 8 4 1 7 8	AXTMBYT	KI6NKU6	2	2.K.C 2.I.V 2.6.T 2.N.c 2.K.C 2.U.V 2.6.T	1.6 3.0 1.0 1.1 1.3 3.0 1.0	0	1550	1003
3628	Bankan_Tey	túŋgí:	t u ⁵ ŋ ɡ iː ⁵	(sb, camel) kneel	(qn, chameau) s'agenouiller	KNEEL	1 7 8 4 1 7 8	AXTMBYT	TY6NKI6	3	3.T.C 3.Y.V 3.6.T 3.N.c 3.K.C 3.I.V 3.6.T	1.6 3.0 1.0 1.1 1.3 3.0 1.0	0	1552	1002
3629	Ben_Tey	túŋgú-yú	t u ⁵ ŋ ɡ u ⁵ + j u ⁵	(sb, camel) kneel	(qn, chameau) s'agenouiller	KNEEL	1 7 8 4 1 7 8 9 6 7 8	AXTMBYT_AXT	TY6NKY6_JY6	4	4.T.C 4.Y.V 4.6.T 4.N.c 4.K.C 4.Y.V 4.6.T 4._._ 4.J.C 4.Y.V 4.6.T	1.6 3.0 1.0 1.1 1.3 3.0 1.0 0.0 1.6 3.0 1.0	0	1553	1002
3630	Bunoge	kúndè	k u ⁵ n d e ¹	(sb, camel) kneel	(qn, chameau) s'agenouiller	KNEEL	1 7 8 4 1 7 8	AXTMBYT	KY6NTE6	5	5.K.C 5.Y.V 5.6.T 5.N.c 5.T.C 5.E.V 5.6.T	1.6 3.0 1.0 1.1 1.3 3.0 1.0	0	1550	1002
3632	Fulfulde	hofu-de	h o f u + d e	kneel	s'agenouiller	KNEEL	3 7 3 7 9 1 7	AXBZ_AX	HUBY_TE	6	6.H.C 6.U.V 6.B.C 6.Y.V 6._._ 6.T.C 6.E.V	2.0 1.5 1.75 0.8 0.0 2.0 1.5	0	1555	1005
3634	Jamsay	téwé	t e ⁵ w e ⁵	(sb, camel) kneel	(qn, chameau) s'agenouiller	KNEEL	1 7 8 6 7 8	AXTBYT	TE6WE6	7	7.T.C 7.E.V 7.6.T 7.W.C 7.E.V 7.6.T	1.6 3.0 1.0 1.3 3.0 1.0	0	1552	1006
3635	Mombo	sómbá	s o ⁵ m b a ⁵	(sb, camel) kneel	(qn, chameau) s'agenouiller	KNEEL	3 7 8 4 1 7 8	AXTMBYT	SU6MPA6	9	9.S.C 9.U.V 9.6.T 9.M.c 9.P.C 9.A.V 9.6.T	1.6 3.0 1.0 1.1 1.3 3.0 1.0	0	1557	1007
3636	Najamba	ɲàŋí-yɛ́	ɲ a ¹ ŋ i ⁵ + j ɛ ⁵	(sb, camel) kneel	(qn, chameau) s'agenouiller	KNEEL	4 7 8 4 7 8 9 6 7 8	AXTBYT_AXT	NA6NI6_JE6	10	10.N.C 10.A.V 10.6.T 10.N.C 10.I.V 10.6.T 10._._ 10.J.C 10.E.V 10.6.T	1.6 3.0 1.0 1.3 3.0 1.0 0.0 1.6 3.0 1.0	0	1553	1002
3637	Nanga	túŋí-yí	t u ⁵ ŋ i ⁵ + j i ⁵	(sb, camel) kneel	(qn, chameau) s'agenouiller	KNEEL	1 7 8 4 7 8 9 6 7 8	AXTBYT_AXT	TY6NI6_JI6	11	11.T.C 11.Y.V 11.6.T 11.N.C 11.I.V 11.6.T 11._._ 11.J.C 11.I.V 11.6.T	1.6 3.0 1.0 1.3 3.0 1.0 0.0 1.6 3.0 1.0	0	1553	1002
3638	Perge_Tegu	túŋgú-yɔ́	t u ⁵ ŋ ɡ u ⁵ + j ɔ ⁵	(sb, camel) kneel	(qn, chameau) s'agenouiller	KNEEL	1 7 8 4 1 7 8 9 6 7 8	AXTMBYT_AXT	TY6NKY6_JU6	13	13.T.C 13.Y.V 13.6.T 13.N.c 13.K.C 13.Y.V 13.6.T 13._._ 13.J.C 13.U.V 13.6.T	1.6 3.0 1.0 1.1 1.3 3.0 1.0 0.0 1.6 3.0 1.0	0	1553	1002
3639	Songhai_Kiini	káŋgíré-y	k a ⁵ ŋ ɡ i ⁵ r e ⁵ + j	kneel	s’agenouiller	KNEEL	1 7 8 4 1 7 8 5 7 8 9 6	AXTMBYTBYT_A	KA6NKI6RE6_J	14	14.K.C 14.A.V 14.6.T 14.N.c 14.K.C 14.I.V 14.6.T 14.R.C 14.E.V 14.6.T 14._._ 14.J.C	1.6 3.0 1.0 1.1 1.3 3.0 1.0 1.3 3.0 1.0 0.0 1.6	0	1550	1003
3640	Songhai_Senni	káŋgárí	k a ⁵ ŋ ɡ a ⁵ r i ⁵	kneel	s’agenouiller	KNEEL	1 7 8 4 1 7 8 5 7 8	AXTMBYTBYT	KA6NKA6RI6	15	15.K.C 15.A.V 15.6.T 15.N.c 15.K.C 15.A.V 15.6.T 15.R.C 15.I.V 15.6.T	1.6 3.0 1.0 1.1 1.3 3.0 1.0 1.3 3.0 1.0	0	1550	1003
3642	Tebul_Ure	túnjí:	t u ⁵ n dʒ iː ⁵	(sb, camel) kneel	(qn, chameau) s'agenouiller	KNEEL	1 7 8 4 1 7 8	AXTMBYT	TY6NTI6	16	16.T.C 16.Y.V 16.6.T 16.N.c 16.T.C 16.I.V 16.6.T	1.6 3.0 1.0 1.1 1.3 3.0 1.0	0	1552	1002
3643	Tiranige_Diga	yáŋ-yó	j a ⁵ ŋ + j o ⁵	(sb, camel) kneel	(qn, chameau) s'agenouiller	KNEEL	6 7 8 4 9 6 7 8	AXTN_AXT	JA6N_JU6	17	17.J.C 17.A.V 17.6.T 17.N.c 17._._ 17.J.C 17.U.V 17.6.T	1.6 3.0 1.0 0.5 0.0 1.6 3.0 1.0	0	1553	1008
3644	Togo_Kan	túŋì:	t u ⁵ ŋ iː ¹	(sb, camel) kneel	(qn, chameau) s'agenouiller	KNEEL	1 7 8 4 7 8	AXTBYT	TY6NI6	18	18.T.C 18.Y.V 18.6.T 18.N.C 18.I.V 18.6.T	1.6 3.0 1.0 1.3 3.0 1.0	0	1552	1002
3645	Tommo_So	túŋí-yɛ́	t u ⁵ ŋ i ⁵ + j ɛ ⁵	(sb, camel) kneel	(qn, chameau) s'agenouiller	KNEEL	1 7 8 4 7 8 9 6 7 8	AXTBYT_AXT	TY6NI6_JE6	19	19.T.C 19.Y.V 19.6.T 19.N.C 19.I.V 19.6.T 19._._ 19.J.C 19.E.V 19.6.T	1.6 3.0 1.0 1.3 3.0 1.0 0.0 1.6 3.0 1.0	0	1553	1002
3646	Toro_Tegu	gùrù-kú	ɡ u ¹ r u ¹ + k u ⁵	(sb, camel) kneel	(qn, chameau) s'agenouiller	KNEEL	1 7 8 5 7 8 9 1 7 8	AXTBYT_AXT	KY6RY6_KY6	20	20.K.C 20.Y.V 20.6.T 20.R.C 20.Y.V 20.6.T 20._._ 20.K.C 20.Y.V 20.6.T	1.6 3.0 1.0 1.3 3.0 1.0 0.0 1.6 3.0 1.0	0	1567	1009
3647	Yanda_Dom	túnjɔ́	t u ⁵ n dʒ ɔ ⁵	(sb, camel) kneel	(qn, chameau) s'agenouiller	KNEEL	1 7 8 4 1 7 8	AXTMBYT	TY6NTU6	21	21.T.C 21.Y.V 21.6.T 21.N.c 21.T.C 21.U.V 21.6.T	1.6 3.0 1.0 1.1 1.3 3.0 1.0	0	1552	1002
3648	Yorno_So	túŋɛ́:	t u ⁵ ŋ ɛː ⁵	(sb, camel) kneel	(qn, chameau) s'agenouiller	KNEEL	1 7 8 4 7 8	AXTBYT	TY6NE6	22	22.T.C 22.Y.V 22.6.T 22.N.C 22.E.V 22.6.T	1.6 3.0 1.0 1.3 3.0 1.0	0	1552	1002
#
3713	Bambara	yeleⁿ	j e l ẽ ∼	laugh	rire/laugh	LAUGH	6 7 5 7 4	AXBYN	JELE9	1	1.J.C 1.E.V 1.L.C 1.E.V 1.9.c	2.0 1.5 1.75 1.3 0.8	0	1568	1016
3714	Bangime	màà	m aː ¹	laugh	rire	LAUGH	4 7 8	AXT	MA6	2	2.M.C 2.A.V 2.6.T	1.6 3.0 1.0	0	1569	1010
3715	Bankan_Tey	màní	m a ¹ n i ⁵	laugh	rire	LAUGH	4 7 8 4 7 8	AXTBYT	MA6NI6	3	3.M.C 3.A.V 3.6.T 3.N.C 3.I.V 3.6.T	1.6 3.0 1.0 1.3 3.0 1.0	0	1570	1010
3716	Ben_Tey	màní	m a ¹ n i ⁵	laugh (verb only)	rire (verbe seulement)	LAUGH	4 7 8 4 7 8	AXTBYT	MA6NI6	4	4.M.C 4.A.V 4.6.T 4.N.C 4.I.V 4.6.T	1.6 3.0 1.0 1.3 3.0 1.0	0	1570	1010
3717	Bunoge	mándè	m a ⁵ n d e ¹	laugh (verb only)	rire (verbe seulement)	LAUGH	4 7 8 4 1 7 8	AXTMBYT	MA6NTE6	5	5.M.C 5.A.V 5.6.T 5.N.c 5.T.C 5.E.V 5.6.T	1.6 3.0 1.0 1.1 1.3 3.0 1.0	0	1570	1010
3719	Fulfulde	jalu-de	dʒ a l u + d e	laugh	rire	LAUGH	1 7 5 7 9 1 7	AXBZ_AX	TALY_TE	6	6.T.C 6.A.V 6.L.C 6.Y.V 6._._ 6.T.C 6.E.V	2.0 1.5 1.75 0.8 0.0 2.0 1.5	0	1573	1015
3721	Jamsay	mɔ́wⁿ mɔ̀wⁿɔ́	m ɔ ⁵ w̃ ∼ _ m ɔ ¹ w̃ ∼ ɔ ⁵	laugh	rire	LAUGH	4 7 8 6 4 9 4 7 8 6 4 7 8	AXTLN_AXTMBYT	MU6W9_MU6W9U6	7	7.M.C 7.U.V 7.6.T 7.W.c 7.9.c 7._._ 7.M.C 7.U.V 7.6.T 7.W.c 7.9.C 7.U.V 7.6.T	1.6 3.0 1.0 1.1 0.5 0.0 1.6 3.0 1.0 1.1 1.3 3.0 1.0	0	1574	1014
3722	Jenaama	sà	s a ¹	laugh	rire	LAUGH	3 7 8	AXT	SA6	8	8.S.C 8.A.V 8.6.T	1.6 3.0 1.0	0	1575	1013
3723	Mombo	mándú mándè	m a ⁵ n d u ⁵ _ m a ⁵ n d e ¹	laugh (verb only)	rire (verbe seulement)	LAUGH	4 7 8 4 1 7 8 9 4 7 8 4 1 7 8	AXTMBYT_AXTMBYT	MA6NTY6_MA6NTE6	9	9.M.C 9.A.V 9.6.T 9.N.c 9.T.C 9.Y.V 9.6.T 9._._ 9.M.C 9.A.V 9.6.T 9.N.c 9.T.C 9.E.V 9.6.T	1.6 3.0 1.0 1.1 1.3 3.0 1.0 0.0 1.6 3.0 1.0 1.1 1.3 3.0 1.0	0	1570	1010
3724	Najamba	màndí	m a ¹ n d i ⁵	laugh	rire	LAUGH	4 7 8 4 1 7 8	AXTMBYT	MA6NTI6	10	10.M.C 10.A.V 10.6.T 10.N.c 10.T.C 10.I.V 10.6.T	1.6 3.0 1.0 1.1 1.3 3.0 1.0	0	1570	1010
3725	Nanga	màndí	m a ¹ n d i ⁵	laugh (verb only)	rire (verbe seulement)	LAUGH	4 7 8 4 1 7 8	AXTMBYT	MA6NTI6	11	11.M.C 11.A.V 11.6.T 11.N.c 11.T.C 11.I.V 11.6.T	1.6 3.0 1.0 1.1 1.3 3.0 1.0	0	1570	1010
3726	Penange	mándé	m a ⁵ n d e ⁵	laugh (verb only)	rire (verbe seulement)	LAUGH	4 7 8 4 1 7 8	AXTMBYT	MA6NTE6	12	12.M.C 12.A.V 12.6.T 12.N.c 12.T.C 12.E.V 12.6.T	1.6 3.0 1.0 1.1 1.3 3.0 1.0	0	1570	1010
3727	Perge_Tegu	mɔ̌:ⁿ	m ɔ̃ː ∼	laugh (verb only)	rire (verbe seulement)	LAUGH	4 7 4	AXN	MU9	13	13.M.C 13.U.V 13.9.c	2.0 1.5 0.8	0	1569	1011
3728	Songhai_Kiini	há:rú	h aː ⁵ r u ⁵	laugh	rire	LAUGH	3 7 8 5 7 8	AXTBYT	HA6RY6	14	14.H.C 14.A.V 14.6.T 14.R.C 14.Y.V 14.6.T	1.6 3.0 1.0 1.3 3.0 1.0	0	1581	1012
3729	Songhai_Senni	há:rú	h aː ⁵ r u ⁵	laugh	rire	LAUGH	3 7 8 5 7 8	AXTBYT	HA6RY6	15	15.H.C 15.A.V 15.6.T 15.R.C 15.Y.V 15.6.T	1.6 3.0 1.0 1.3 3.0 1.0	0	1581	1012
3731	Tebul_Ure	màndí	m a ¹ n d i ⁵	laugh (verb only)	rire (verbe seulement)	LAUGH	4 7 8 4 1 7 8	AXTMBYT	MA6NTI6	16	16.M.C 16.A.V 16.6.T 16.N.c 16.T.C 16.I.V 16.6.T	1.6 3.0 1.0 1.1 1.3 3.0 1.0	0	1570	1010
