# Wordlist

# DATA
ID	DOCULECT	IPA	TOKENS	ENGLISH	FRENCH	CONCEPT
4322	Penange	wálé	w a ⁵ l e ⁵	money, currency, cash	argent, devises	MONEY
4323	Perge_Tegu	bú:dù	b uː ⁵ d u ¹	money, currency, cash	argent, devises	MONEY
4324	Songhai_Kiini	lɔ̀wrú	l ɔ ¹ w r u ⁵	cowry shells; money	cauris; argent (devises)	MONEY
4325	Songhai_Senni	nò:rò	n oː ¹ r o ¹	money, cash; (silver) coins	argent; pièces (en argent)	MONEY
4326	Tebul_Ure	bú:dù	b uː ⁵ d u ¹	money, currency, cash	argent, devises	MONEY
4327	Tiranige_Diga	cɛ́lɛ́ŋgɛ́	tʃ ɛ ⁵ l ɛ ⁵ ŋ ɡ ɛ ⁵	money, currency, cash	argent, devises	MONEY
4328	Togo_Kan	bú:dú	b uː ⁵ d u ⁵	money, currency, cash	argent, devises	MONEY
4329	Tommo_So	búùdù	b u ⁵ u ¹ d u ¹	money, currency, cash	argent, devises	MONEY
4330	Toro_Tegu	cárdì	tʃ a ⁵ r d i ¹	money, currency, cash	argent, devises	MONEY
4331	Yanda_Dom	bú:dù	b uː ⁵ d u ¹	money, currency, cash	argent, devises	MONEY
4332	Yorno_So	bú:dù	b uː ⁵ d u ¹	money, currency, cash	argent, devises	MONEY
#
4335	Bambara	káló	k a ⁵ l o ⁵	moon	lune, mois	MOON
4336	Bangime	ɥìyɛ̀	ɥ i ¹ j ɛ ¹	moon	lune	MOON
4337	Bankan_Tey	wǎ:	w aː ¹⁵	moon	lune	MOON
4338	Ben_Tey	ùwɔ́	u ¹ w ɔ ⁵	moon	lune	MOON
4339	Bunoge	yá: sìmà	j aː ⁵ _ s i ¹ m a ¹	moon	lune	MOON
4341	Fulfulde	lewru	l e w r u	moon	lune	MOON
4342	Jamsay	ɛ̌:	ɛː ¹⁵	moon	lune	MOON
4343	Mombo	wɛ̂:	w ɛː ⁵¹	moon	lune	MOON
4344	Najamba	sà:gé	s aː ¹ ɡ e ⁵	moon	lune	MOON
4345	Nanga	wǎ:	w aː ¹⁵	moon	lune	MOON
4346	Penange	wɛ̀:	w ɛː ¹	moon	lune	MOON
4347	Perge_Tegu	ɛ̌:	ɛː ¹⁵	moon	lune	MOON
4348	Songhai_Kiini	hàndú	h a ¹ n d u ⁵	moon; month	lune; mois	MOON
4349	Songhai_Senni	hàndò	h a ¹ n d o ¹	moon; month	lune; mois	MOON
4351	Tebul_Ure	swǎ:	s w aː ¹⁵	moon	lune	MOON
4352	Tiranige_Diga	éŋání	e ⁵ ŋ a ⁵ n i ⁵	moon	lune	MOON
4353	Togo_Kan	ɔ̌:	ɔː ¹⁵	moon	lune	MOON
4354	Tommo_So	ììyɛ́	iː ¹ j ɛ ⁵	moon	lune	MOON
4355	Toro_Tegu	ìwá	i ¹ w a ⁵	moon	lune	MOON
4356	Yanda_Dom	swà:	s w aː ¹	moon	lune	MOON
4357	Yorno_So	yè: píl	j eː ¹ _ p i ⁵ l	moon	lune	MOON
#
4362	Bambara	mìsírí	m i ¹ s i ⁵ r i ⁵	mosque	mosquée	MOSQUE
4363	Bangime	míírù	m iː ⁵ r u ¹	mosque	mosquée	MOSQUE
4364	Bankan_Tey	mísí:dè	m i ⁵ s iː ⁵ d e ¹	mosque	mosquée	MOSQUE
4365	Bunoge	mínjílì	m i ⁵ n dʒ i ⁵ l i ¹	mosque	mosquée	MOSQUE
4367	Fulfulde	misiide	m i s i i d e	mosque	mosquée	MOSQUE
4368	Jamsay	mísí:dɛ̀	m i ⁵ s iː ⁵ d ɛ ¹	mosque	mosquée	MOSQUE
4369	Jenaama	mìsírí	m i ¹ s i ⁵ r i ⁵	mosque	mosquée	MOSQUE
4370	Mombo	sándó góndó	s a ⁵ n d o ⁵ _ ɡ o ⁵ n d o ⁵	mosque	mosquée	MOSQUE
4371	Najamba	mìsídèŋgè	m i ¹ s i ⁵ d e ¹ + ŋ ɡ e ¹	mosque	mosquée	MOSQUE
4372	Penange	mìnjìlì	m i ¹ n dʒ i ¹ l i ¹	mosque	mosquée	MOSQUE
4373	Songhai_Senni	jìŋgìrò	dʒ i ¹ ŋ ɡ i ¹ r o ¹	mosque	mosquée	MOSQUE
4374	Songhai_Kiini	mísí:dè	m i ⁵ s iː ⁵ d e ¹	mosque		MOSQUE
4376	Tebul_Ure	mísìrɛ̀	m i ⁵ s i ¹ r ɛ ¹	mosque	mosquée	MOSQUE
4377	Togo_Kan	mísídɛ́	m i ⁵ s i ⁵ d ɛ ⁵	mosque	mosquée	MOSQUE
4378	Tommo_So	sɛ̀nɛ̀ gìnɛ́	s ɛ ¹ n ɛ ¹ _ ɡ i ¹ n ɛ ⁵	mosque	mosquée	MOSQUE
4379	Toro_Tegu	mìsí:lè	m i ¹ s iː ⁵ l e ¹	mosque	mosquée	MOSQUE
4380	Yanda_Dom	mísìdɛ̀	m i ⁵ s i ¹ d ɛ ¹	mosque	mosquée	MOSQUE
4382	Yorno_So	mísì:dɛ̀	m i ⁵ s iː ¹ d ɛ ¹	mosque	mosquée	MOSQUE
#
4383	Bambara	bá músó	b a ⁵ _ m u ⁵ s o ⁵	mother	mère	MOTHER
4384	Bangime	ŋìyⁿà	ŋ i ¹ j ∼ a ¹	mother	mère	MOTHER
4385	Bankan_Tey	nàrⁿá	n a ¹ r̃ ∼ a ⁵	mother	mère	MOTHER
4386	Bunoge	nì-nì	n i ¹ + n i ¹	mother	mère	MOTHER
4387	Fulfulde	inniraa-ɗo	i n n i r a a + ɗ o	mother	mère	MOTHER
4388	Jamsay	nǎ:	n aː ¹⁵	mother	mère	MOTHER
4389	Jenaama	nàwⁿ	n a ¹ w̃ ∼	mother	mère	MOTHER
4390	Mombo	ní:	n iː ⁵	mother	mère	MOTHER
4391	Najamba	nǐ:	n iː ¹⁵	mother	mère	MOTHER
4392	Nanga	dě:	d eː ¹⁵	mother	mère	MOTHER
4393	Penange	ní:	n iː ⁵	mother	mère	MOTHER
4394	Perge_Tegu	nǎ:	n aː ¹⁵	mother	mère	MOTHER
4395	Songhai_Kiini	yⁿâ:	j ∼ aː ⁵¹	mother	mère	MOTHER
4396	Songhai_Senni	ɲâ	ɲ a ⁵¹	mother	mère	MOTHER
4398	Tebul_Ure	nàrⁿá	n a ¹ r̃ ∼ a ⁵	mother	mère	MOTHER
4399	Tiranige_Diga	nɛ̀nɛ̀	n ɛ ¹ n ɛ ¹	mother	mère	MOTHER
4400	Togo_Kan	ìnǎ:	i ¹ n aː ¹⁵	mother	mère	MOTHER
4401	Tommo_So	nnáá	n n aː ⁵	mother	mère	MOTHER
4402	Toro_Tegu	ná	n a ⁵	mother	mère	MOTHER
4403	Yanda_Dom	nì:	n iː ¹	mother	mère	MOTHER
4404	Yorno_So	ná:	n aː ⁵	mother	mère	MOTHER
#
4406	Bangime	ŋìì	ŋ iː ¹	mouse	souris	MOUSE
4407	Bankan_Tey	ôm	o ⁵¹ m	mouse (wild or house)	souris	MOUSE
4408	Ben_Tey	ôm	o ⁵¹ m	mouse (wild or house)	souris	MOUSE
4409	Bunoge	ɲà:yè	ɲ aː ¹ j e ¹	mouse (wild or house)	souris	MOUSE
4411	Fulfulde	doombru	d o o m b r u	mouse	souris	MOUSE
4413	Jamsay	jì jùwⁿó	dʒ i ¹ _ dʒ u ¹ w̃ ∼ o ⁵	mouse (wild or house)	souris	MOUSE
4414	Jenaama	ɲīnā	ɲ i ³ n a ³	mouse	souris	MOUSE
4415	Mombo	swá:	s w aː ⁵	mouse (wild or house)	souris	MOUSE
4416	Najamba	òê:	o ¹ eː ⁵¹	mouse (wild or house)	souris	MOUSE
4417	Nanga	órî	o ⁵ r i ⁵¹	mouse (wild or house)	souris	MOUSE
4418	Penange	swá:	s w aː ⁵	mouse (wild or house)	souris	MOUSE
4419	Perge_Tegu	ò ǒy	o ¹ _ o ¹⁵ j	mouse (wild or house)	souris	MOUSE
4420	Songhai_Kiini	kěŋ	k e ¹⁵ ŋ	common house mouse	souris des maisons	MOUSE
4421	Songhai_Senni	kèŋò	k e ¹ ŋ o ¹	mouse	souris, rat	MOUSE
4423	Tebul_Ure	óé	o ⁵ e ⁵	mouse (wild or house)	souris	MOUSE
4424	Tiranige_Diga	sìyà	s i ¹ j a ¹	mouse (wild or house)	souris	MOUSE
4425	Togo_Kan	ŋ̀kúrú	ŋ ¹ k u ⁵ r u ⁵	mouse (wild or house)	souris	MOUSE
4426	Toro_Tegu	ěyⁿ	e ¹⁵ j ∼	mouse (wild or house)	souris	MOUSE
4427	Yanda_Dom	óyè	o ⁵ j e ¹	mouse (wild or house)	souris	MOUSE
4428	Yorno_So	ǎy	a ¹⁵ j	mouse (wild or house)	souris	MOUSE
#
4432	Bambara	dábárá	d a ⁵ b a ⁵ r a ⁵	mouth	bouche	MOUTH
4433	Bangime	nɔ̀wⁿ	n ɔ ¹ w̃ ∼	mouth; edge	bouche; bord	MOUTH
4434	Bankan_Tey	mbǔ:	m b uː ¹⁵	mouth	bouche	MOUTH
4435	Ben_Tey	mǒ:	m oː ¹⁵	mouth	bouche	MOUTH
4436	Bunoge	tònì	t o ¹ n i ¹	mouth	bouche	MOUTH
4438	Fulfulde	hunduko	h u n d u k o	mouth	bouche	MOUTH
4439	Jamsay	ká:	k aː ⁵	mouth; (any) orifice or gateway, door	bouche	MOUTH
4440	Jenaama	lɔ̄gū	l ɔ ³ ɡ u ³	mouth; edge	bouche; bord	MOUTH
4441	Mombo	dónì	d o ⁵ n i ¹	mouth	bouche	MOUTH
4442	Najamba	ìbí-ŋgé	i ¹ b i ⁵ + ŋ ɡ e ⁵	mouth	bouche	MOUTH
4443	Nanga	nɔ̌:	n ɔː ¹⁵	mouth	bouche	MOUTH
4444	Penange	dòn	d o ¹ n	mouth	bouche	MOUTH
4445	Perge_Tegu	ká:	k aː ⁵	mouth	bouche	MOUTH
4446	Songhai_Kiini	míyⁿɛ̀	m i ⁵ j ∼ ɛ ¹	mouth	bouche	MOUTH
4447	Songhai_Senni	míyⁿó	m i ⁵ j ∼ o ⁵	mouth; (any) orifice or gateway, door	bouche; porte, orifice	MOUTH
4449	Tebul_Ure	m̀bùgɔ́	m ¹ b u ¹ ɡ ɔ ⁵	mouth	bouche	MOUTH
4450	Tiranige_Diga	ɔ̀mɔ̀	ɔ ¹ m ɔ ¹	mouth	bouche	MOUTH
4451	Togo_Kan	káⁿ	k ã ⁵ ∼	mouth	bouche	MOUTH
4452	Tommo_So	kɛ̀nnɛ́	k ɛ ¹ n n ɛ ⁵	mouth	bouche	MOUTH
4453	Toro_Tegu	ká	k a ⁵	mouth	bouche	MOUTH
4454	Yanda_Dom	cɛ́nɛ́	tʃ ɛ ⁵ n ɛ ⁵	mouth	bouche	MOUTH
4455	Yorno_So	kɛ̀nɛ́	k ɛ ¹ n ɛ ⁵	mouth	bouche	MOUTH
#
4461	Bambara	tɔɡɔ	t ɔ ɡ ɔ	name	nom	NAME
4462	Bangime	nīì	n iː ³¹	name	nom	NAME
4463	Bankan_Tey	ŋìnnî:	ŋ i ¹ n n iː ⁵¹	personal name	nom personnel	NAME
4464	Ben_Tey	ìnìrⁿî:	i ¹ n i ¹ r̃ ∼ iː ⁵¹	personal name	nom personnel	NAME
4465	Bunoge	ʔìnì	ʔ i ¹ n i ¹	personal name	nom personnel	NAME
4467	Fulfulde	innde	i n n d e	name	nom	NAME
4469	Jamsay	bón	b o ⁵ n	personal name	nom personnel	NAME
4470	Jenaama	tíbɛ̄wⁿ	t i ⁵ b ɛ ³ w̃ ∼	name	nom	NAME
4471	Mombo	íní	i ⁵ n i ⁵	personal name	nom personnel	NAME
4472	Najamba	ín èn	i ⁵ n _ e ¹ n	personal name	nom personnel	NAME
4473	Nanga	ǹnèrⁿî	n ¹ n e ¹ r̃ ∼ i ⁵¹	personal name	nom personnel	NAME
4474	Penange	ùnù	u ¹ n u ¹	personal name	nom personnel	NAME
4475	Perge_Tegu	sórⁿú	s o ⁵ r̃ ∼ u ⁵	personal name	nom personnel	NAME
4476	Songhai_Senni	mâ:	m aː ⁵¹	name; fame, reputation	nom; renommée	NAME
4477	Songhai_Kiini	màá	m aː ¹⁵	name	nom	NAME
4479	Tebul_Ure	bóngó	b o ⁵ n ɡ o ⁵	personal name	nom personnel	NAME
4480	Tiranige_Diga	ìnì	i ¹ n i ¹	personal name	nom personnel	NAME
4481	Togo_Kan	bɔ́ⁿ	b ɔ̃ ⁵ ∼	personal name	nom personnel	NAME
4482	Tommo_So	bóy	b o ⁵ j	personal name	nom personnel	NAME
4483	Toro_Tegu	ìsǒŋ	i ¹ s o ¹⁵ ŋ	personal name	nom personnel	NAME
4484	Yanda_Dom	ín	i ⁵ n	personal name	nom personnel	NAME
4486	Yorno_So	bôy	b o ⁵¹ j	personal name	nom personnel	NAME
#
4507	Bambara	sùrúⁿ	s u ¹ r ũ ⁵ ∼	nearby, close by	proche	NEAR
4508	Bangime	yéró	j e ⁵ r o ⁵	nearby, close by	proche	NEAR
4509	Bankan_Tey	cér wò	tʃ e ⁵ r _ w o ¹	near, close	proche, près	NEAR
4510	Ben_Tey	sɔ̀sû-w	s ɔ ¹ s u ⁵¹ + w	near, close	proche, près	NEAR
4512	Fulfulde	hedde	h e d d e	nearby, close by	proche	NEAR
4514	Jamsay	é:ŋ	eː ⁵ ŋ	near, close	proche, près	NEAR
4515	Jenaama	tūɥ̄-gù	t u ³ ɥ ³ + ɡ u ¹	nearby, close by	proche	NEAR
4516	Mombo	bɛ́rù	b ɛ ⁵ r u ¹	near, close	proche, près	NEAR
4517	Najamba	dùmí-yè	d u ¹ m i ⁵ + j e ¹	near, close	proche, près	NEAR
4518	Nanga	bɛ̀rí	b ɛ ¹ r i ⁵	near, close	proche, près	NEAR
4519	Penange	jámá	dʒ a ⁵ m a ⁵	near, close	proche, près	NEAR
4520	Perge_Tegu	bɛ̀rú	b ɛ ¹ r u ⁵	near, close	proche, près	NEAR
4521	Songhai_Senni	kèr	k e ¹ r	nearby, close by	proche	NEAR
4523	Tebul_Ure	bɛ̀rɛ́:	b ɛ ¹ r ɛː ⁵	near, close	proche, près	NEAR
4524	Tiranige_Diga	bɛ́:rí	b ɛː ⁵ r i ⁵	near, close	proche, près	NEAR
4525	Togo_Kan	ɛ́:ŋú	ɛː ⁵ ŋ u ⁵	near, close	proche, près	NEAR
4526	Tommo_So	bɛ̀rú-gó	b ɛ ¹ r u ⁵ + ɡ o ⁵	near, close	proche, près	NEAR
4527	Toro_Tegu	bɛ̀rú	b ɛ ¹ r u ⁵	near, close	proche, près	NEAR
4528	Yanda_Dom	bɛ̀dú	b ɛ ¹ d u ⁵	near, close	proche, près	NEAR
4529	Yorno_So	bɛ̀rú	b ɛ ¹ r u ⁵	near, close	proche, près	NEAR
#
4533	Bangime	kwāà	k w aː ³¹	neck	cou	NECK
4534	Bankan_Tey	kɔ̀rɔ́	k ɔ ¹ r ɔ ⁵	neck	cou	NECK
4535	Bunoge	kóláŋgè	k o ⁵ l a ⁵ + ŋ ɡ e ¹	neck	cou	NECK
4537	Fulfulde	daande	d a a n d e	neck	cou	NECK
4538	Jamsay	kɔ̀rɔ́	k ɔ ¹ r ɔ ⁵	neck	cou	NECK
4539	Jenaama	bòndò	b o ¹ n d o ¹	neck	cou	NECK
4540	Mombo	párù	p a ⁵ r u ¹	neck	cou	NECK
4541	Najamba	mɔ᷈:	m ɔː	neck	cou	NECK
4542	Nanga	kɔ̀rɔ́	k ɔ ¹ r ɔ ⁵	neck	cou	NECK
4543	Penange	pàrò	p a ¹ r o ¹	neck	cou	NECK
4544	Perge_Tegu	kɔ̀rɔ́	k ɔ ¹ r ɔ ⁵	neck	cou	NECK
4545	Songhai_Kiini	gìndɛ̀	ɡ i ¹ n d ɛ ¹	neck	cou	NECK
4546	Songhai_Senni	jìndè	dʒ i ¹ n d e ¹	neck	cou	NECK
4547	Tebul_Ure	kwǎ:	k w aː ¹⁵	neck	cou	NECK
4548	Tiranige_Diga	mɔ́:	m ɔː	neck	cou	NECK
4549	Togo_Kan	kɔ̀rɔ́	k ɔ ¹ r ɔ ⁵	neck	cou	NECK
4550	Tommo_So	ɔ̀dɔ́	ɔ ¹ d ɔ ⁵	neck	cou	NECK
4551	Toro_Tegu	kɔ̀rɔ́	k ɔ ¹ r ɔ ⁵	neck	cou	NECK
4552	Yanda_Dom	kɔ̀lɔ̀	k ɔ ¹ l ɔ ¹	neck	cou	NECK
4553	Yorno_So	kù kɔ̀lɔ́	k u ¹ _ k ɔ ¹ l ɔ ⁵	neck	cou	NECK
#
4575	Bambara	kúrá	k u ⁵ r a ⁵	new	nouveau	NEW
4576	Bangime	kárá	k a ⁵ r a ⁵	new	nouveau	NEW
4577	Bankan_Tey	kándà	k a ⁵ n d a ¹	new	nouveau	NEW
4578	Ben_Tey	kálà	k a ⁵ l a ¹	new	nouveau	NEW
4579	Fulfulde	hesu-de	h e s u + d e	new	nouveau	NEW
4581	Jamsay	kàná	k a ¹ n a ⁵	new	nouveau	NEW
4582	Jenaama	tōē	t o ³ e ³	new	nouveau	NEW
4583	Mombo	kándá	k a ⁵ n d a ⁵	new	nouveau	NEW
4584	Najamba	kàndǎ:	k a ¹ n d aː ¹⁵	new	nouveau	NEW
4585	Nanga	kándà	k a ⁵ n d a ¹	new	nouveau	NEW
4586	Penange	kàndà	k a ¹ n d a ¹	new	nouveau	NEW
4587	Perge_Tegu	kàlá	k a ¹ l a ⁵	new	nouveau	NEW
4588	Songhai_Kiini	tàw	t a ¹ w	new	nouveau	NEW
4590	Tebul_Ure	kàndá	k a ¹ n d a ⁵	new	nouveau	NEW
4591	Tiranige_Diga	kándá	k a ⁵ n d a ⁵	new	nouveau	NEW
4592	Togo_Kan	kàná	k a ¹ n a ⁵	new	nouveau	NEW
4593	Tommo_So	kàndá	k a ¹ n d a ⁵	new	nouveau	NEW
4594	Toro_Tegu	kàlá	k a ¹ l a ⁵	new	nouveau	NEW
4595	Yanda_Dom	kàndà	k a ¹ n d a ¹	new	nouveau	NEW
4596	Yorno_So	kàná	k a ¹ n a ⁵	new	nouveau	NEW
#
4601	Bambara	sú	s u ⁵	night	nuit, soir (à partir de la venue de l'obscurité)	NIGHT
4602	Bangime	yììyè	j iː ¹ j e ¹	night	nuit	NIGHT
4603	Bankan_Tey	ɲân	ɲ a ⁵¹ n	night	nuit	NIGHT
4604	Ben_Tey	ɲárⁿù	ɲ a ⁵ r̃ ∼ u ¹	night	nuit	NIGHT
4606	Fulfulde	jemma	dʒ e m m a	night	nuit	NIGHT
4608	Jamsay	dà:ɣá	d aː ¹ ɣ a ⁵	night	nuit	NIGHT
4609	Jenaama	wùùtīnā	w uː ¹ t i ³ n a ³	night	nuit	NIGHT
4610	Mombo	dó:	d oː ⁵	night	nuit	NIGHT
4611	Najamba	ɲám	ɲ a ⁵ m	night	nuit	NIGHT
4612	Nanga	dɛ̀:ndɛ̂	d ɛː ¹ n d ɛ ¹⁵	night	nuit	NIGHT
4613	Penange	dógó	d o ⁵ ɡ o ⁵	night	nuit	NIGHT
4614	Perge_Tegu	dɛ̀:gɛ́	d ɛː ¹ ɡ ɛ ⁵	night	nuit	NIGHT
4615	Songhai_Senni	kígínó	k i ⁵ ɡ i ⁵ n o ⁵	night	nuit	NIGHT
4616	Songhai_Kiini	kíyɔ̂ⁿ	k i ⁵ j ɔ̃ ⁵¹ ∼	night	nuit	NIGHT
4618	Tebul_Ure	dɛ̀ndɛ́	d ɛ ¹ n d ɛ ⁵	night	nuit	NIGHT
4619	Tiranige_Diga	yà:gù	j aː ¹ ɡ u ¹	night	nuit	NIGHT
4620	Togo_Kan	dà:gá	d aː ¹ ɡ a ⁵	night	nuit	NIGHT
4621	Tommo_So	yáŋá	j a ⁵ ŋ a ⁵	night	nuit	NIGHT
4622	Toro_Tegu	yⁿà:ŋá	j ∼ aː ¹ ŋ a ⁵	night	nuit	NIGHT
4623	Yanda_Dom	dèndà:	d e ¹ n d aː ¹	night	nuit	NIGHT
4624	Yorno_So	dìgɛ́	d i ¹ ɡ ɛ ⁵	night	nuit	NIGHT
#
4628	Bambara	kɔ̀nɔ̀ⁿtɔ́ⁿ	k ɔ ¹ n ɔ ¹ ∼ t ɔ̃ ⁵ ∼	night	neuf	NINE
4629	Bangime	tɛ̀ɡɔ̀	t ɛ ¹ ɡ ɔ ¹	nine	neuf (numéro)	NINE
4630	Bankan_Tey	tè:sú-m	t eː ¹ s u ⁵ + m	nine	neuf (numéro)	NINE
4631	Ben_Tey	tè:sǐ-m	t eː ¹ s i ¹⁵ + m	nine	neuf (numéro)	NINE
4632	Bunoge	tó:wà	t oː ⁵ w a ¹	nine	neuf (numéro)	NINE
4634	Fulfulde	jeenay	dʒ e e n a j	nine	neuf (numéro)	NINE
4636	Jamsay	lá:rúwà	l aː ⁵ r u ⁵ w a ¹	nine	neuf (numéro)	NINE
4637	Jenaama	kàpì	k a ¹ p i ¹	nine	neuf (numéro)	NINE
4638	Mombo	tó:wà	t oː ⁵ w a ¹	nine	neuf (numéro)	NINE
4639	Najamba	twây	t w a ⁵¹ j	nine	neuf (numéro)	NINE
4640	Nanga	tè:sǐ:	t eː ¹ s iː ¹⁵	nine	neuf (numéro)	NINE
4641	Penange	tò:wà	t oː ¹ w a ¹	nine	neuf (numéro)	NINE
4642	Perge_Tegu	lá:rwà	l aː ⁵ r w a ¹	nine	neuf (numéro)	NINE
4643	Songhai_Kiini	à-fɔ́:-sí: à-wóy	a ¹ + f ɔː + s iː ⁵ _ a ¹ + w o ⁵ j	nine	neuf (numéro)	NINE
4644	Songhai_Senni	yággâ	j a ⁵ ɡ ɡ a ⁵¹	nine	neuf (9).	NINE
4646	Tebul_Ure	gà gárà-bà	ɡ a ¹ _ ɡ a ⁵ r a ¹ + b a ¹	nine	neuf (numéro)	NINE
4647	Tiranige_Diga	tó:wá	t oː ⁵ w a ⁵	nine	neuf (numéro)	NINE
4648	Togo_Kan	tùwâ:	t u ¹ w aː ⁵¹	nine	neuf (numéro)	NINE
4649	Tommo_So	túwwɔ́	t u ⁵ w w ɔ ⁵	nine	neuf (numéro)	NINE
4650	Toro_Tegu	lá:rà	l aː ⁵ r a ¹	nine	neuf (numéro)	NINE
4651	Yanda_Dom	twâ:	t w aː ⁵¹	nine	neuf (numéro)	NINE
4652	Yorno_So	tùwɔ́	t u ¹ w ɔ ⁵	nine	neuf (numéro)	NINE
#
4657	Bambara	hɔ́rɔ̰́	h ɔ ⁵ r ɔ ∼ ³	noble, freeborn person	noble (non esclave)	NOBLE
4658	Bangime	hɔ̄ɔ̄rɔ̀	h ɔː ³ r ɔ ¹	noble, freeborn person	noble (non esclave)	NOBLE
4659	Bankan_Tey	dímò-m	d i ⁵ m o ¹ + m	noble, freeborn person	noble (non esclave)	NOBLE
4660	Ben_Tey	bà:mà-yí-m	b aː ¹ m a ¹ + j i ⁵ + m	noble, freeborn person	noble (non esclave)	NOBLE
4661	Bunoge	hɔ́:lɔ̀	h ɔː l ɔ ¹	noble, freeborn person	noble (non esclave)	NOBLE
4663	Fulfulde	dimo	d i m o	noble, freeborn person	noble (non esclave)	NOBLE
4665	Jamsay	ɔ̀ɣɔ̀ în	ɔ ¹ ɣ ɔ ¹ _ i ⁵¹ n	noble, freeborn person	noble (non esclave)	NOBLE
4666	Jenaama	hɔ̄ɔ̄rɔ̄wⁿ	h ɔː ³ r ɔ ³ w̃ ∼	freeborn person, noble (not slave or of caste)	personne noble (ni esclave ni de caste)	NOBLE
4667	Mombo	dímò	d i ⁵ m o ¹	noble, freeborn person	noble (non esclave)	NOBLE
4668	Najamba	nò: nálà	n oː ¹ _ n a ⁵ l a ¹	noble, freeborn person	noble (non esclave)	NOBLE
4669	Nanga	kɔ́:là	k ɔː l a ¹	noble, freeborn person	noble (non esclave)	NOBLE
4670	Penange	hɔ́:lɔ́	h ɔː l ɔ ⁵	noble, freeborn person	noble (non esclave)	NOBLE
4671	Perge_Tegu	ɔ̀gɔ̀ î:ⁿ	ɔ ¹ ɡ ɔ ¹ _ ĩː ⁵¹ ∼	noble, freeborn person	noble (non esclave)	NOBLE
4672	Songhai_Senni	bòrkìnò	b o ¹ r k i ¹ n o ¹	noble, freeborn person	noble (non esclave)	NOBLE
4673	Songhai_Kiini	bòrkǐn	b o ¹ r k i ¹⁵ n	noble (person of high caste)	noble	NOBLE
4674	Tebul_Ure	ɲì dímɛ̀	ɲ i ¹ _ d i ⁵ m ɛ ¹	noble, freeborn person	noble (non esclave)	NOBLE
4675	Tiranige_Diga	ɔ̀:lá	ɔː ¹ l a ⁵	noble, freeborn person	noble (non esclave)	NOBLE
4676	Togo_Kan	hɔ́:rɔ́ⁿ	h ɔː r ɔ̃ ⁵ ∼	noble, freeborn person	noble (non esclave)	NOBLE
4677	Tommo_So	ɔ́lɔ́ nɔ́	ɔ ⁵ l ɔ ⁵ _ n ɔ ⁵	noble, freeborn person	noble (non esclave)	NOBLE
4678	Toro_Tegu	bɔ̀rcì ní	b ɔ ¹ r tʃ i ¹ _ n i ⁵	noble, freeborn person	noble (non esclave)	NOBLE
4679	Yanda_Dom	dímɛ̀	d i ⁵ m ɛ ¹	noble, freeborn person	noble (non esclave)	NOBLE
#
4680	Bambara	núⁿ	n ũ ⁵ ∼	nose	nez	NOSE
4681	Bangime	sùmbì	s u ¹ m b i ¹	nose	nez	NOSE
4682	Bankan_Tey	círⁿè	tʃ i ⁵ r̃ ∼ e ¹	nose	nez	NOSE
4683	Ben_Tey	círⁿì	tʃ i ⁵ r̃ ∼ i ¹	nose	nez	NOSE
4684	Bunoge	kìnà	k i ¹ n a ¹	nose	nez	NOSE
4685	Fulfulde	hinere	h i n e r e	nose	nez	NOSE
4687	Jamsay	círⁿé	tʃ i ⁵ r̃ ∼ e ⁵	nose	nez	NOSE
4688	Jenaama	ɲīmīnà	ɲ i ³ m i ³ n a ¹	nose	nez	NOSE
4689	Mombo	kínjà	k i ⁵ n dʒ a ¹	nose	nez	NOSE
4690	Najamba	kìnjâ:	k i ¹ n dʒ aː ⁵¹	nose	nez	NOSE
4691	Nanga	kírⁿê	k i ⁵ r̃ ∼ e ⁵¹	nose	nez	NOSE
4692	Penange	kìmjà	k i ¹ m dʒ a ¹	nose	nez	NOSE
4693	Perge_Tegu	kírⁿé	k i ⁵ r̃ ∼ e ⁵	nose	nez	NOSE
4694	Songhai_Senni	nì:nè	n iː ¹ n e ¹	nose	nez	NOSE
4695	Songhai_Kiini	nì:nɛ̀	n iː ¹ n ɛ ¹	nose	nez	NOSE
4697	Tebul_Ure	cíné	tʃ i ⁵ n e ⁵	nose	nez	NOSE
4698	Tiranige_Diga	cínjɔ́	tʃ i ⁵ n dʒ ɔ ⁵	nose	nez	NOSE
4699	Togo_Kan	kírⁿí	k i ⁵ r̃ ∼ i ⁵	nose	nez	NOSE
4700	Tommo_So	kínú	k i ⁵ n u ⁵	nose	nez	NOSE
4701	Toro_Tegu	cìrⁿò ká	tʃ i ¹ r̃ ∼ o ¹ _ k a ⁵	nose	nez	NOSE
4702	Yanda_Dom	cìnzà	tʃ i ¹ n z a ¹	nose	nez	NOSE
4703	Yorno_So	kín	k i ⁵ n	nose	nez	NOSE
#
4708	Bambara	sísǎ̰	s i ⁵ s a ¹⁵ ∼	now	maintenant, actuellement, à présent, de nos jours	NOW
4709	Bangime	àɕɛ́ⁿ	a ¹ ɕ ɛ ⁵ ∼	now	maintenant	NOW
4710	Bankan_Tey	nɔ́ŋɔ̀yⁿ	n ɔ ⁵ ŋ ɔ ¹ j ∼	now	maintenant	NOW
4711	Ben_Tey	núwⁿɔ̀yⁿ	n u ⁵ w̃ ∼ ɔ ¹ j ∼	now	maintenant	NOW
4712	Bunoge	másà	m a ⁵ s a ¹	now	maintenant	NOW
